home_id,district,floor_area_sqm,room_count,bath_count,built_years
963,솔빛구,162,5,3,27
964,그외,45,2,2,14
965,한들구,148,4,2,29
966,미르구,82,2,1,17
967,그외,127,3,1,26
968,별빛구,152,5,3,3
969,미르구,178,6,3,34
970,솔빛구,166,5,3,40
971,,62,2,1,13
972,그외,55,2,1,13
973,별빛구,114,4,,4
974,솔빛구,111,4,3,3
975,미르구,176,5,2,36
976,솔빛구,83,3,2,40
977,한들구,111,3,2,14
978,한들구,131,4,1,7
979,한들구,182,5,3,3
980,미르구,180,5,2,26
981,,61,2,1,1
982,그외,97,3,2,35
983,솔빛구,178,5,2,16
984,별빛구,123,4,2,24
985,그외,152,4,3,35
986,솔빛구,112,3,2,7
987,별빛구,162,4,2,5
988,별빛구,45,1,1,21
989,한들구,114,,1,17
990,미르구,131,3,2,8
991,한들구,83,2,1,5
992,솔빛구,136,4,1,31
993,솔빛구,138,4,2,33
994,,152,4,2,17
995,미르구,55,1,1,17
996,미르구,111,,2,30
997,한들구,85,2,1,19
998,솔빛구,104,3,1,6
999,솔빛구,117,3,2,30
1000,별빛구,158,5,2,5
1001,한들구,198,6,3,8
1002,별빛구,145,4,3,27
1003,별빛구,75,2,1,33
1004,별빛구,134,4,2,40
1005,별빛구,108,3,2,31
1006,솔빛구,147,5,3,24
1007,별빛구,153,5,2,33
1008,별빛구,98,3,1,28
1009,솔빛구,53,1,1,31
1010,솔빛구,128,3,2,34
1011,별빛구,93,2,1,35
1012,한들구,150,5,2,37
1013,솔빛구,100,3,2,5
1014,미르구,146,4,2,13
1015,별빛구,100,3,1,7
1016,한들구,107,3,,21
1017,별빛구,147,4,3,39
1018,별빛구,100,3,2,30
1019,별빛구,166,5,2,25
1020,별빛구,164,5,3,1
1021,별빛구,155,4,2,10
1022,미르구,178,5,3,9
1023,한들구,102,3,2,17
1024,한들구,45,1,1,1
1025,미르구,147,4,3,26
1026,한들구,122,4,1,38
1027,한들구,129,4,3,18
1028,미르구,199,6,3,40
1029,한들구,136,5,3,13
1030,한들구,78,2,1,4
1031,그외,136,5,3,15
1032,미르구,100,3,2,26
1033,미르구,105,4,2,17
1034,한들구,162,5,3,17
1035,미르구,57,2,1,5
1036,한들구,137,4,2,9
1037,그외,165,4,2,34
1038,미르구,91,3,2,9
1039,솔빛구,85,2,1,9
1040,별빛구,126,4,2,7
1041,미르구,80,3,1,34
1042,별빛구,132,4,2,26
1043,솔빛구,66,2,1,35
1044,솔빛구,180,6,3,1
1045,별빛구,101,3,1,29
1046,미르구,120,3,1,36
1047,별빛구,127,4,2,36
1048,별빛구,50,2,1,36
1049,,73,,1,17
1050,미르구,105,3,2,6
1051,별빛구,201,6,3,28
1052,미르구,197,6,3,
1053,그외,60,2,1,38
1054,한들구,159,4,2,27
1055,한들구,205,6,3,35
1056,솔빛구,96,3,1,0
1057,별빛구,187,5,3,33
1058,솔빛구,137,,2,31
1059,미르구,120,4,2,24
1060,그외,108,3,1,20
1061,한들구,148,5,3,10
1062,그외,114,3,1,31
1063,그외,106,3,2,17
1064,한들구,149,5,3,15
1065,별빛구,127,4,3,20
1066,별빛구,136,4,3,17
1067,그외,86,3,3,3
1068,미르구,152,4,1,
1069,솔빛구,163,5,3,30
1070,솔빛구,74,3,2,36
1071,미르구,160,4,2,7
1072,솔빛구,61,1,1,11
1073,별빛구,174,4,3,17
1074,미르구,128,4,2,26
1075,별빛구,165,5,3,21
1076,미르구,137,4,2,19
1077,미르구,97,3,1,38
1078,미르구,159,5,3,20
1079,미르구,91,3,2,25
1080,한들구,180,5,2,32
1081,미르구,97,3,2,8
1082,별빛구,94,3,2,21
1083,별빛구,45,1,1,22
1084,솔빛구,83,2,1,19
1085,별빛구,127,4,2,32
1086,별빛구,152,4,3,29
1087,별빛구,110,3,2,36
1088,솔빛구,134,,2,16
1089,그외,119,4,2,1
1090,별빛구,116,4,2,2
1091,미르구,188,6,3,35
1092,그외,72,,1,2
1093,솔빛구,57,2,1,27
1094,별빛구,54,1,1,37
1095,솔빛구,173,5,2,14
1096,솔빛구,177,5,2,38
1097,그외,58,1,1,24
1098,별빛구,95,2,1,35
1099,솔빛구,135,5,3,11
1100,미르구,117,4,2,37
1101,솔빛구,97,3,1,9
1102,별빛구,86,2,1,8
1103,한들구,96,3,1,40
1104,솔빛구,184,6,3,20
1105,별빛구,132,4,2,3
1106,별빛구,155,5,2,33
1107,별빛구,105,3,1,37
1108,솔빛구,76,2,1,24
1109,그외,172,5,3,28
1110,별빛구,103,3,1,3
1111,미르구,117,4,3,40
1112,별빛구,127,4,3,21
1113,별빛구,96,3,2,5
1114,별빛구,133,4,3,11
1115,한들구,139,4,3,11
1116,그외,89,3,1,16
1117,미르구,72,3,2,14
1118,별빛구,46,1,1,5
1119,솔빛구,119,4,2,25
1120,별빛구,153,4,1,0
1121,한들구,155,4,1,11
1122,별빛구,129,3,2,31
1123,한들구,149,4,2,9
1124,솔빛구,134,4,2,2
1125,솔빛구,146,5,3,20
1126,별빛구,151,5,3,15
1127,한들구,105,3,2,6
1128,별빛구,112,3,1,10
1129,별빛구,85,3,1,13
1130,별빛구,78,2,1,12
1131,그외,113,3,2,3
1132,솔빛구,133,3,1,34
1133,미르구,45,2,1,23
1134,그외,205,6,3,11
1135,,123,4,2,34
1136,한들구,181,5,2,30
1137,별빛구,108,3,2,26
1138,미르구,205,6,3,10
1139,한들구,152,4,2,12
1140,미르구,98,3,2,9
1141,미르구,205,6,3,10
1142,한들구,163,5,2,22
1143,별빛구,57,2,2,34
1144,별빛구,107,4,3,25
1145,그외,127,4,2,11
1146,솔빛구,176,5,3,32
1147,한들구,176,5,3,9
1148,미르구,166,5,,38
1149,별빛구,205,6,3,2
1150,한들구,195,6,3,29
1151,별빛구,126,3,1,4
1152,그외,86,2,1,8
1153,별빛구,149,4,2,1
1154,별빛구,107,3,2,38
1155,솔빛구,96,2,1,17
1156,솔빛구,99,3,1,11
1157,한들구,169,5,3,29
1158,,140,5,2,31
1159,그외,119,4,2,21
1160,솔빛구,112,3,1,11
1161,,154,5,3,15
1162,별빛구,78,2,2,3
1163,한들구,127,4,2,15
1164,솔빛구,105,3,2,27
1165,솔빛구,162,5,2,7
1166,솔빛구,133,4,2,13
1167,솔빛구,63,2,1,32
1168,솔빛구,172,5,2,14
1169,별빛구,113,3,2,40
1170,별빛구,148,4,2,6
1171,솔빛구,94,3,1,2
1172,한들구,97,3,2,27
1173,솔빛구,103,3,2,15
1174,한들구,115,4,2,18
1175,솔빛구,109,3,2,6
1176,한들구,96,3,2,18
1177,별빛구,142,4,2,16
1178,솔빛구,116,3,1,33
1179,솔빛구,54,2,1,18
1180,미르구,117,4,2,9
1181,미르구,197,5,2,29
1182,솔빛구,130,4,2,9
1183,별빛구,88,2,1,31
1184,,75,3,1,32
1185,한들구,62,2,1,26
1186,솔빛구,153,4,3,28
1187,별빛구,70,2,1,16
1188,별빛구,191,5,3,11
1189,한들구,171,5,2,15
1190,솔빛구,71,2,1,14
1191,별빛구,45,1,1,13
1192,그외,158,4,2,37
1193,미르구,137,4,1,7
1194,별빛구,138,4,3,38
1195,한들구,125,4,3,24
1196,별빛구,117,4,2,13
1197,한들구,205,6,3,17
1198,솔빛구,152,4,2,16
1199,미르구,61,2,1,36
1200,한들구,123,4,1,17
1201,한들구,131,4,2,19
1202,별빛구,94,3,1,29
1203,미르구,123,4,2,21
1204,별빛구,162,5,3,31
1205,한들구,157,5,3,21
1206,솔빛구,124,3,1,34
1207,한들구,142,4,2,4
1208,솔빛구,87,3,1,21
1209,솔빛구,67,2,1,5
1210,별빛구,88,3,2,22
1211,솔빛구,102,3,2,35
1212,솔빛구,166,5,2,25
1213,그외,205,6,3,
1214,미르구,88,2,1,11
1215,그외,158,5,2,7
1216,그외,195,,3,23
1217,한들구,108,3,2,35
1218,한들구,98,3,2,35
1219,미르구,122,4,3,20
1220,솔빛구,154,4,2,34
1221,솔빛구,91,3,1,16
1222,그외,100,2,2,36
1223,그외,132,4,2,35
1224,한들구,159,5,3,13
1225,솔빛구,111,3,1,39
1226,미르구,157,5,3,12
1227,미르구,117,3,2,0
1228,별빛구,158,5,3,22
1229,미르구,194,6,3,
1230,그외,71,3,2,40
1231,그외,63,2,2,36
1232,솔빛구,139,4,2,26
1233,한들구,104,,2,38
1234,미르구,127,4,3,31
1235,솔빛구,52,2,1,10
1236,그외,142,4,2,10
1237,미르구,166,5,2,8
1238,솔빛구,184,6,2,26
1239,솔빛구,86,2,1,30
1240,미르구,121,4,3,34
1241,별빛구,45,1,,5
1242,솔빛구,147,4,2,31
1243,솔빛구,87,2,1,34
1244,별빛구,142,4,1,18
1245,미르구,160,5,3,24
1246,미르구,130,4,3,19
1247,솔빛구,182,5,3,14
1248,솔빛구,78,2,1,31
1249,,45,1,1,35
1250,솔빛구,150,4,2,0
1251,그외,136,4,1,25
1252,,108,3,2,11
1253,별빛구,45,1,1,38
1254,별빛구,87,3,2,36
1255,한들구,134,3,2,18
1256,미르구,147,4,2,14
1257,솔빛구,126,4,2,8
1258,미르구,134,5,3,9
1259,별빛구,116,3,1,1
1260,솔빛구,111,3,2,34
1261,별빛구,168,5,3,38
1262,미르구,205,5,3,14
1263,그외,108,,1,39
1264,그외,164,4,1,24
1265,별빛구,173,5,3,24
1266,그외,163,5,2,35
1267,그외,93,3,2,27
1268,미르구,77,3,2,28
1269,한들구,133,4,,22
1270,미르구,70,2,2,16
1271,별빛구,120,4,2,12
1272,미르구,119,4,2,34
1273,그외,127,4,2,39
1274,한들구,64,,1,33
1275,그외,121,4,2,12
1276,,97,,2,14
1277,솔빛구,77,2,,16
1278,솔빛구,76,2,1,20
1279,솔빛구,147,5,2,27
1280,솔빛구,45,1,1,27
1281,미르구,146,4,2,22
1282,솔빛구,120,4,2,29
1283,솔빛구,140,4,3,11
1284,한들구,141,4,2,6
1285,미르구,117,3,2,34
1286,미르구,164,5,2,0
1287,미르구,97,3,1,17
1288,그외,76,2,1,10
1289,미르구,97,3,2,0
1290,별빛구,104,3,2,0
1291,별빛구,91,3,1,36
1292,미르구,129,4,1,22
1293,그외,71,2,1,15
1294,별빛구,84,2,1,2
1295,한들구,91,3,2,28
1296,솔빛구,152,4,2,23
1297,솔빛구,193,6,3,20
1298,한들구,95,3,,26
1299,미르구,164,5,3,38
1300,별빛구,59,2,2,2
1301,솔빛구,89,2,,25
1302,솔빛구,88,2,1,15
1303,별빛구,64,2,1,36
1304,솔빛구,120,4,2,13
1305,별빛구,92,3,1,35
1306,미르구,162,4,,26
1307,별빛구,148,4,,15
1308,그외,124,3,1,24
1309,그외,143,4,2,12
1310,미르구,137,4,2,12
1311,미르구,115,3,2,36
1312,미르구,101,3,2,38
1313,미르구,161,4,,32
1314,미르구,148,4,2,9
1315,미르구,129,4,2,
1316,한들구,205,6,3,14
1317,미르구,175,,3,24
1318,,45,2,1,40
1319,별빛구,121,3,2,36
1320,한들구,167,5,3,13
1321,한들구,121,3,1,17
1322,솔빛구,110,4,2,27
1323,한들구,89,2,1,11
1324,그외,104,3,1,18
1325,별빛구,107,3,1,13
1326,별빛구,172,5,2,28
1327,솔빛구,63,2,1,30
1328,별빛구,103,3,1,35
1329,솔빛구,177,5,3,29
1330,별빛구,118,3,3,12
1331,미르구,205,6,2,
1332,미르구,152,5,3,5
1333,한들구,83,2,1,39
1334,미르구,141,4,2,14
1335,미르구,94,3,2,34
1336,솔빛구,136,,2,1
1337,한들구,188,5,3,2
1338,별빛구,100,3,2,17
1339,미르구,124,3,2,14
1340,한들구,45,1,1,3
1341,미르구,133,5,3,26
1342,별빛구,154,4,2,28
1343,솔빛구,147,4,2,3
1344,별빛구,176,5,3,8
1345,한들구,75,,2,36
1346,한들구,86,3,3,17
1347,솔빛구,95,3,2,11
1348,솔빛구,151,4,1,2
1349,솔빛구,164,5,3,21
1350,한들구,205,6,2,22
1351,미르구,185,6,3,13
1352,미르구,84,,1,12
1353,그외,125,4,3,29
1354,미르구,66,1,1,39
1355,솔빛구,130,4,2,8
1356,별빛구,65,2,1,3
1357,별빛구,148,4,2,18
1358,,150,4,2,
1359,,170,5,2,31
1360,별빛구,182,5,3,35
1361,한들구,63,1,1,5
1362,미르구,123,3,2,39
1363,한들구,85,3,2,24
1364,솔빛구,60,2,1,18
1365,한들구,131,4,1,37
1366,미르구,169,5,3,34
1367,,90,3,1,28
1368,그외,93,2,1,5
1369,그외,144,4,2,28
1370,그외,173,5,3,22
1371,별빛구,77,2,1,29
1372,한들구,155,4,3,23
1373,별빛구,45,1,1,30
1374,한들구,205,6,3,27
1375,한들구,155,,2,34
1376,그외,205,6,2,4
1377,그외,103,,2,32
1378,솔빛구,159,5,3,5
1379,솔빛구,97,3,3,12
1380,별빛구,141,4,2,33
1381,솔빛구,91,3,2,18
1382,별빛구,117,4,2,7
1383,그외,103,3,2,33
1384,솔빛구,113,3,1,34
1385,별빛구,113,3,1,23
1386,미르구,167,5,2,11
1387,한들구,115,4,3,20
1388,한들구,160,5,3,4
1389,별빛구,118,4,2,25
1390,한들구,200,6,3,
1391,그외,74,2,2,27
1392,미르구,173,6,3,25
1393,그외,100,3,1,21
1394,별빛구,58,2,1,33
1395,솔빛구,83,3,1,16
1396,별빛구,90,3,1,12
1397,미르구,73,2,2,0
1398,별빛구,110,3,1,35
1399,미르구,137,4,2,9
1400,별빛구,96,3,2,6
1401,솔빛구,115,3,1,35
1402,솔빛구,45,1,1,8
1403,솔빛구,112,4,2,5
1404,솔빛구,104,3,3,6
1405,미르구,62,2,1,2
1406,별빛구,83,2,1,20
1407,한들구,130,4,2,3
1408,한들구,52,1,1,2
1409,솔빛구,115,3,2,16
1410,별빛구,103,3,1,10
1411,솔빛구,61,2,1,28
1412,미르구,76,2,1,7
1413,한들구,184,5,3,25
1414,별빛구,115,4,2,20
1415,한들구,117,3,1,6
1416,한들구,100,3,2,8
1417,솔빛구,66,1,1,26
1418,별빛구,153,4,2,21
1419,솔빛구,82,3,1,
1420,별빛구,101,3,2,25
1421,솔빛구,88,3,2,39
1422,별빛구,62,2,2,7
1423,그외,53,2,1,40
1424,솔빛구,97,3,2,13
1425,솔빛구,92,3,1,38
1426,별빛구,99,3,2,17
1427,솔빛구,99,3,2,17
1428,솔빛구,184,6,3,28
1429,솔빛구,71,2,1,31
1430,별빛구,170,5,2,
1431,한들구,131,4,2,1
1432,별빛구,125,4,2,27
1433,별빛구,126,4,3,20
1434,별빛구,144,4,2,10
1435,별빛구,74,3,2,38
1436,,45,2,1,1
1437,미르구,129,4,3,38
1438,솔빛구,112,3,1,6
1439,별빛구,120,3,1,40
1440,솔빛구,166,5,,10
