maker,used_years,total_distance_km,power_source,displacement_cc,max_power_ps,fuel_economy_kmpl,repair_count,body_color,trim_level,resale_price_manwon
다온,9,143608,전기,1898,197,24.0,0,그외,스탠다드,1260.0
한빛,12,169943,전기,3942,391,4.1,1,화이트,프리미엄,1719.8
라온,12,189918,하이브리드,2102,165,11.3,4,그외,프리미엄,1091.7
한빛,3,64258,휘발유,2277,212,8.9,3,블랙,,4134.4
한빛,6,144823,하이브리드,1653,174,10.7,0,블랙,프리미엄,3747.8
라온,0,36484,전기,2858,293,12.6,0,실버,플러스,7021.8
,10,77516,경유,2521,252,8.8,0,그외,플러스,1984.5
한빛,2,73585,전기,4199,361,12.3,0,실버,스탠다드,4617.0
다온,3,53767,경유,3258,311,11.9,0,그외,스탠다드,4494.4
라온,13,193780,휘발유,980,161,21.5,0,블랙,프리미엄,617.0
한빛,0,27082,하이브리드,1862,254,13.4,0,실버,플러스,6876.2
가온,12,178022,하이브리드,2924,278,11.5,4,화이트,플러스,1411.8
라온,1,37784,하이브리드,2884,345,3.1,2,화이트,프리미엄,6741.3
라온,9,82390,전기,2919,274,12.4,0,화이트,플러스,2036.2
가온,3,29732,경유,2875,251,6.7,0,블랙,프리미엄,8308.4
가온,13,218846,휘발유,1160,117,20.0,1,실버,플러스,688.2
한빛,12,237171,하이브리드,2761,299,7.0,0,그외,플러스,1558.0
한빛,8,101349,하이브리드,1310,118,10.5,0,,프리미엄,2297.1
한빛,15,278521,휘발유,1705,209,20.5,2,그외,플러스,734.2
라온,14,253928,휘발유,2562,268,14.4,2,블랙,스탠다드,960.7
다온,4,101413,전기,3825,383,8.5,3,실버,프리미엄,4136.9
가온,8,113014,전기,2642,255,8.1,0,화이트,스탠다드,1923.6
한빛,7,173706,경유,3264,356,8.7,0,실버,스탠다드,2593.3
한빛,15,157459,전기,2388,225,16.3,0,블랙,플러스,563.6
라온,8,128132,휘발유,1818,166,18.1,1,그외,플러스,1403.3
한빛,3,34160,경유,1661,172,15.5,3,화이트,플러스,4861.0
라온,2,69880,전기,1732,219,17.4,1,블랙,스탠다드,4050.0
한빛,14,291119,휘발유,2227,230,17.5,1,블랙,스탠다드,162.5
한빛,9,144317,휘발유,2529,213,19.1,0,실버,플러스,2080.9
가온,14,177620,휘발유,980,113,17.8,4,블랙,플러스,305.5
다온,14,213121,전기,1758,201,19.3,0,블랙,프리미엄,867.9
가온,4,134854,전기,4087,366,10.9,1,블랙,프리미엄,5890.6
다온,0,900,하이브리드,3340,354,3.7,0,그외,스탠다드,5300.3
가온,7,138383,하이브리드,1766,166,22.0,1,실버,플러스,2437.2
한빛,4,140119,휘발유,1721,221,18.8,0,블랙,스탠다드,2573.7
가온,12,256562,휘발유,1702,148,10.6,0,화이트,스탠다드,897.2
다온,1,27575,전기,2039,215,15.2,0,그외,플러스,5345.9
한빛,11,170894,하이브리드,2397,228,11.7,0,그외,스탠다드,1083.1
한빛,4,83316,하이브리드,1735,138,17.6,0,실버,,4441.1
가온,9,178830,휘발유,2835,351,16.6,2,블랙,프리미엄,1741.3
가온,0,22113,전기,1854,205,17.9,0,화이트,프리미엄,10309.3
가온,5,86733,하이브리드,2133,236,12.5,3,블랙,플러스,3340.2
한빛,7,136999,하이브리드,2317,224,13.2,0,블랙,플러스,2998.2
다온,3,19872,휘발유,1923,278,16.0,0,,플러스,3637.4
다온,3,77567,휘발유,2987,351,7.6,1,블랙,프리미엄,4098.1
,13,255998,경유,4000,413,6.7,0,화이트,플러스,1373.2
한빛,14,106720,경유,980,128,16.6,4,,프리미엄,1430.1
가온,12,301817,경유,1435,149,15.7,1,화이트,스탠다드,1378.9
가온,9,185545,전기,980,123,18.7,0,그외,스탠다드,1228.4
한빛,5,95502,경유,3212,304,10.4,0,화이트,플러스,4685.3
가온,14,181530,휘발유,1849,198,17.4,0,화이트,스탠다드,214.3
가온,6,185989,하이브리드,1568,192,11.1,4,실버,스탠다드,1862.1
가온,13,221260,경유,1639,150,15.9,1,실버,스탠다드,560.9
가온,10,277356,전기,2794,212,10.7,1,실버,프리미엄,1881.3
가온,11,191958,하이브리드,2390,228,14.6,0,그외,프리미엄,1748.1
한빛,8,120639,전기,2313,196,17.7,0,그외,프리미엄,2670.8
다온,13,255091,경유,2112,234,14.9,0,블랙,스탠다드,839.3
라온,4,46940,하이브리드,2225,208,16.3,0,실버,스탠다드,2971.4
라온,11,171732,전기,2681,243,10.3,1,블랙,플러스,1522.0
한빛,11,158438,휘발유,1116,101,23.5,1,실버,스탠다드,778.2
다온,10,142938,경유,3049,306,6.5,2,그외,프리미엄,2258.9
라온,4,39716,전기,1357,162,21.4,1,화이트,플러스,3529.5
한빛,10,146781,하이브리드,3682,408,11.3,0,화이트,스탠다드,1302.6
한빛,9,150998,경유,1266,102,20.6,0,그외,,2263.2
가온,4,131425,하이브리드,2466,231,14.0,1,화이트,스탠다드,2973.8
한빛,5,88964,경유,2869,373,11.4,0,그외,프리미엄,5576.0
한빛,12,209071,휘발유,4200,420,10.2,4,그외,스탠다드,535.9
한빛,1,15233,휘발유,1960,246,18.1,0,블랙,스탠다드,4011.5
라온,12,166233,전기,3046,288,15.4,0,블랙,플러스,1096.5
라온,9,115716,전기,1991,209,17.5,0,블랙,플러스,1673.3
라온,8,186154,휘발유,3365,295,16.7,3,실버,프리미엄,2079.7
라온,12,208925,전기,4009,412,5.4,2,그외,프리미엄,1291.7
라온,6,150099,하이브리드,3623,374,11.7,0,실버,스탠다드,1937.3
가온,14,212095,경유,4200,403,10.5,0,블랙,프리미엄,1571.2
가온,6,28117,하이브리드,1115,118,19.9,0,블랙,스탠다드,2260.8
가온,15,227178,경유,1942,200,7.7,0,화이트,스탠다드,409.5
다온,12,217746,경유,2678,267,12.1,0,그외,스탠다드,864.2
한빛,0,900,하이브리드,1338,159,24.0,1,,프리미엄,7806.6
한빛,7,133228,하이브리드,2269,200,14.9,0,,프리미엄,3119.9
한빛,4,129876,휘발유,2957,351,13.8,0,그외,프리미엄,3919.5
,1,85493,하이브리드,1520,178,23.5,0,,스탠다드,4476.9
다온,11,125774,,2433,273,16.3,3,실버,플러스,1125.8
한빛,1,5835,전기,3745,296,10.5,1,실버,프리미엄,8290.8
,1,900,전기,1574,185,17.0,1,블랙,프리미엄,7196.7
한빛,10,127240,휘발유,980,112,18.8,1,블랙,프리미엄,1563.4
한빛,3,50223,휘발유,2900,260,9.7,0,화이트,플러스,4329.8
한빛,5,149175,하이브리드,3299,311,13.9,2,그외,프리미엄,3951.4
라온,0,1924,전기,1986,191,15.5,0,블랙,프리미엄,8547.0
가온,10,178701,경유,2174,225,12.8,0,화이트,스탠다드,2035.2
라온,6,107741,휘발유,1887,216,20.5,1,실버,프리미엄,2668.1
,11,147669,휘발유,996,76,23.5,0,그외,프리미엄,1385.5
가온,5,58128,하이브리드,2043,195,21.1,2,,프리미엄,3925.1
한빛,12,171178,하이브리드,2772,221,18.2,0,화이트,,1418.8
라온,10,127449,전기,2172,188,11.4,0,실버,플러스,1844.0
가온,10,159212,휘발유,2676,289,7.4,2,블랙,프리미엄,1636.3
가온,0,2035,경유,2541,316,18.3,0,화이트,스탠다드,8183.0
다온,8,105869,경유,2895,236,10.4,3,그외,플러스,1946.1
다온,12,229608,경유,2406,243,16.7,0,블랙,플러스,1160.2
한빛,13,217360,휘발유,2196,244,12.4,0,실버,프리미엄,994.7
다온,5,900,휘발유,1040,116,19.4,3,블랙,,2612.4
라온,9,154608,경유,1990,228,12.4,1,실버,프리미엄,2673.2
라온,7,121460,휘발유,1148,70,17.2,4,실버,프리미엄,2074.2
,10,115838,휘발유,1921,169,18.3,0,화이트,,997.2
한빛,1,22662,,2526,232,17.9,0,실버,플러스,6041.6
가온,2,47041,하이브리드,1444,171,22.0,3,화이트,프리미엄,5729.4
한빛,14,175044,하이브리드,2308,256,7.0,0,블랙,스탠다드,290.6
가온,10,169611,휘발유,2580,247,12.8,0,블랙,스탠다드,1300.4
다온,13,232269,하이브리드,980,74,24.0,4,화이트,프리미엄,622.6
한빛,3,62650,휘발유,2722,259,7.0,0,화이트,프리미엄,4907.7
라온,3,94172,전기,1591,188,20.6,2,그외,플러스,4268.4
한빛,8,64457,하이브리드,3134,238,12.2,0,실버,프리미엄,2689.8
가온,8,92786,휘발유,1555,198,13.5,2,블랙,플러스,1681.0
한빛,6,92869,경유,2832,305,13.3,0,그외,,5165.2
라온,15,305280,하이브리드,3728,413,9.7,2,블랙,스탠다드,690.9
한빛,7,58569,하이브리드,1855,225,13.6,0,그외,프리미엄,2974.1
라온,3,73076,하이브리드,1195,106,14.8,2,그외,프리미엄,4377.1
한빛,1,20377,하이브리드,3180,284,17.0,4,블랙,스탠다드,3850.8
라온,2,900,전기,3646,402,9.7,3,화이트,,6102.5
가온,9,140769,하이브리드,3053,267,8.5,0,블랙,플러스,2114.5
가온,7,163692,하이브리드,2338,286,16.1,0,그외,플러스,2276.7
라온,3,51225,하이브리드,2491,253,19.0,1,블랙,플러스,3907.7
라온,4,55370,경유,2215,216,16.5,0,블랙,프리미엄,6060.7
라온,14,223197,전기,3477,296,7.1,0,화이트,플러스,822.2
가온,5,74719,경유,3558,353,9.1,1,실버,프리미엄,6186.8
한빛,15,233359,경유,2372,288,12.6,3,블랙,플러스,651.2
한빛,8,64761,휘발유,4089,346,9.4,0,블랙,프리미엄,2353.5
가온,6,106929,경유,3126,349,13.3,0,블랙,플러스,4084.2
가온,7,175413,전기,980,110,20.2,1,블랙,플러스,2149.6
한빛,7,142425,하이브리드,2934,341,10.1,0,블랙,스탠다드,1793.6
라온,15,159087,하이브리드,2064,206,19.2,0,그외,플러스,434.0
라온,14,182016,전기,1009,70,18.3,0,블랙,플러스,630.4
한빛,5,130581,휘발유,2742,319,10.3,0,그외,스탠다드,2054.4
라온,7,142463,휘발유,2336,199,11.3,3,,프리미엄,2325.6
다온,3,70902,휘발유,1716,189,17.0,0,그외,플러스,3156.2
한빛,10,155264,하이브리드,1549,81,21.2,0,실버,프리미엄,1379.0
라온,15,180153,경유,3559,366,9.1,0,그외,스탠다드,391.4
한빛,15,274156,전기,1893,168,14.3,1,블랙,플러스,800.8
한빛,9,148176,휘발유,3181,317,6.8,0,블랙,플러스,1239.6
가온,9,137613,경유,988,70,23.0,0,그외,프리미엄,2670.2
가온,15,265653,전기,1870,232,17.2,0,그외,프리미엄,1266.1
한빛,10,168519,전기,2164,270,15.4,0,그외,플러스,1717.3
라온,8,112829,휘발유,3558,313,7.5,1,그외,프리미엄,2353.5
라온,1,35379,휘발유,1814,249,16.4,0,블랙,스탠다드,3346.0
다온,10,179749,경유,2304,203,13.6,3,화이트,프리미엄,2137.4
한빛,11,172337,전기,3670,346,7.3,0,,스탠다드,1060.2
라온,5,92598,휘발유,1551,90,18.5,0,블랙,프리미엄,3100.9
한빛,6,131483,전기,2952,291,13.9,3,실버,프리미엄,3154.2
한빛,1,3947,전기,3991,386,7.7,0,실버,프리미엄,8752.6
한빛,15,306878,하이브리드,3152,358,5.3,2,블랙,스탠다드,557.0
가온,5,35728,하이브리드,1261,203,18.8,1,화이트,플러스,3317.1
라온,3,24369,하이브리드,2411,270,14.2,0,화이트,플러스,3883.2
가온,13,218641,전기,1254,182,22.4,0,그외,플러스,1124.9
한빛,12,139799,전기,3809,357,7.0,0,그외,프리미엄,1757.7
라온,8,88997,휘발유,2197,223,19.3,0,실버,플러스,1714.8
라온,7,135488,하이브리드,1585,181,18.5,0,실버,프리미엄,2599.2
가온,0,76585,휘발유,2170,209,15.4,0,그외,스탠다드,5282.7
한빛,10,93713,전기,2571,252,5.9,0,블랙,프리미엄,1965.8
가온,9,151328,경유,1400,198,24.0,0,블랙,스탠다드,2066.9
가온,0,87978,경유,1678,197,13.9,1,화이트,플러스,9076.1
한빛,7,61666,휘발유,2833,250,9.3,2,그외,프리미엄,3085.5
가온,5,74144,전기,3439,316,7.8,0,블랙,프리미엄,5219.2
다온,15,266942,휘발유,4200,388,6.1,2,실버,플러스,503.3
한빛,12,250248,경유,1349,191,20.4,4,블랙,프리미엄,1631.1
라온,11,162237,전기,2950,310,14.1,0,실버,스탠다드,1135.8
가온,15,279144,하이브리드,2867,292,13.2,0,실버,스탠다드,807.0
가온,8,111611,하이브리드,1978,242,10.4,1,그외,스탠다드,1727.5
라온,15,234941,하이브리드,2450,234,6.8,0,블랙,스탠다드,100.0
가온,2,54451,전기,2143,200,12.9,4,실버,스탠다드,3908.3
다온,13,174928,경유,2500,203,17.8,1,그외,스탠다드,887.0
한빛,12,268901,휘발유,2893,261,6.7,0,블랙,스탠다드,319.0
라온,6,139140,휘발유,3291,326,12.1,1,그외,프리미엄,3024.0
다온,8,149338,하이브리드,3041,326,17.7,0,그외,,1929.4
한빛,14,175292,휘발유,2305,229,16.9,0,화이트,,501.2
,8,154099,하이브리드,1821,187,23.6,0,블랙,플러스,1160.4
다온,1,34287,휘발유,3108,362,4.8,3,그외,플러스,4114.3
,1,98551,하이브리드,2290,299,13.5,1,블랙,플러스,6219.1
한빛,15,248143,하이브리드,1965,128,17.0,4,블랙,프리미엄,1111.5
가온,5,51880,휘발유,2790,295,13.4,0,실버,플러스,3210.9
한빛,15,245965,경유,2281,283,11.4,1,실버,스탠다드,739.0
한빛,12,167564,전기,1647,154,19.2,1,블랙,플러스,1080.3
한빛,9,169682,전기,2576,261,11.3,0,그외,프리미엄,2265.0
한빛,6,47206,휘발유,980,138,20.3,0,실버,프리미엄,2889.1
가온,2,120543,전기,1415,186,16.5,0,화이트,프리미엄,7451.8
한빛,5,56428,전기,980,70,12.5,1,화이트,스탠다드,2095.9
다온,13,218814,하이브리드,3272,290,12.4,0,블랙,프리미엄,1092.2
가온,7,89940,전기,997,121,20.0,0,화이트,스탠다드,1997.3
가온,9,141258,,1447,245,19.3,0,화이트,프리미엄,2931.6
,2,45220,전기,2928,274,6.6,1,블랙,프리미엄,6032.5
가온,10,157712,경유,2755,326,17.3,3,블랙,플러스,2022.6
한빛,10,113874,하이브리드,3075,223,8.3,3,그외,프리미엄,1569.3
한빛,7,70574,경유,2041,202,10.1,2,화이트,스탠다드,2207.4
가온,12,193572,경유,2078,258,12.8,3,화이트,프리미엄,1836.7
라온,5,128995,경유,3023,344,12.4,0,실버,프리미엄,5395.5
한빛,13,175878,경유,3077,378,9.7,2,블랙,플러스,1273.8
가온,9,161396,경유,1463,173,19.5,0,그외,,2490.3
한빛,6,56598,전기,2348,252,18.5,0,그외,플러스,2763.8
라온,8,153004,경유,2091,202,17.3,1,블랙,스탠다드,2224.6
가온,12,223504,휘발유,1667,126,18.1,4,화이트,스탠다드,649.9
한빛,13,275715,전기,2167,236,16.0,3,그외,프리미엄,1236.4
한빛,11,192137,하이브리드,2497,289,13.9,0,화이트,프리미엄,1785.3
한빛,5,103728,,1986,194,11.7,0,블랙,프리미엄,5335.5
,11,129066,하이브리드,3530,418,7.8,0,실버,프리미엄,1517.7
다온,8,123065,하이브리드,2297,270,10.6,1,실버,스탠다드,1316.9
라온,11,163993,경유,3234,275,10.2,0,실버,스탠다드,1348.5
다온,4,139698,휘발유,1350,108,21.6,2,화이트,플러스,2555.7
가온,12,174701,휘발유,2296,229,16.4,0,블랙,프리미엄,1588.1
가온,4,71801,전기,2611,302,10.8,0,블랙,플러스,4628.1
가온,1,41390,전기,1928,197,15.9,0,실버,플러스,6654.8
다온,8,78613,하이브리드,3442,356,11.0,2,그외,플러스,1656.0
가온,14,236152,경유,3581,313,10.7,0,화이트,플러스,1166.5
다온,14,188756,휘발유,1738,199,9.7,2,실버,스탠다드,535.9
라온,9,110335,전기,3114,348,9.8,0,그외,플러스,1813.0
가온,1,11980,전기,3358,359,6.1,0,실버,프리미엄,8939.2
다온,11,196761,하이브리드,3433,260,6.0,1,화이트,스탠다드,899.9
라온,1,28417,휘발유,2354,180,9.8,0,실버,플러스,4625.2
라온,11,172117,경유,3200,331,12.4,0,블랙,플러스,1666.4
,5,58059,경유,3367,339,6.1,0,블랙,스탠다드,3398.5
가온,13,175733,휘발유,1878,150,16.9,0,그외,플러스,817.7
라온,5,111345,전기,2968,260,13.1,0,화이트,스탠다드,2733.4
한빛,15,248216,하이브리드,3598,379,7.1,0,블랙,프리미엄,1255.6
라온,12,147162,전기,3700,408,13.4,3,그외,프리미엄,1107.2
가온,12,200032,휘발유,4043,353,11.9,1,실버,스탠다드,764.9
한빛,11,177253,휘발유,3333,383,11.9,0,실버,플러스,768.9
라온,14,226083,하이브리드,2532,272,9.9,0,블랙,스탠다드,624.1
가온,6,69519,경유,2534,223,14.2,0,블랙,플러스,4000.8
한빛,7,82834,하이브리드,2423,178,14.6,0,블랙,프리미엄,2964.0
한빛,0,42374,휘발유,1221,121,14.3,3,그외,플러스,4672.0
한빛,12,207884,경유,4200,373,5.1,4,블랙,스탠다드,847.1
가온,2,56873,경유,3660,372,8.5,1,실버,스탠다드,6019.0
라온,1,900,하이브리드,1245,141,22.4,0,그외,프리미엄,6592.8
가온,14,186811,경유,2033,180,19.8,0,실버,프리미엄,1613.5
라온,1,12104,휘발유,1946,174,14.3,1,,플러스,4393.7
,2,900,휘발유,1345,160,11.2,0,블랙,플러스,4638.5
가온,1,29717,경유,3865,388,12.6,1,실버,플러스,8938.8
라온,15,263022,전기,3662,430,3.1,0,블랙,스탠다드,218.7
가온,15,208029,하이브리드,4047,430,6.3,2,그외,플러스,872.3
라온,3,57578,경유,3114,297,12.1,1,그외,스탠다드,4711.1
라온,15,222906,전기,2786,329,18.5,0,블랙,스탠다드,677.7
한빛,13,229976,하이브리드,2521,250,14.7,1,,플러스,577.1
한빛,10,158173,전기,2477,243,15.2,0,화이트,플러스,1242.6
한빛,1,900,전기,2529,182,17.8,0,블랙,플러스,6626.5
가온,6,19562,휘발유,3060,321,10.5,1,,스탠다드,1808.6
다온,4,48488,하이브리드,1703,132,15.6,2,그외,스탠다드,2409.3
라온,1,56764,하이브리드,3306,392,5.9,0,화이트,플러스,6093.3
,6,49085,휘발유,2457,281,9.1,0,그외,플러스,1713.3
한빛,9,80215,경유,3093,282,10.8,2,블랙,플러스,1840.3
가온,15,231025,전기,1771,144,15.7,1,블랙,프리미엄,810.9
가온,14,210229,경유,3991,410,3.0,0,화이트,프리미엄,1548.8
한빛,13,155190,휘발유,2175,184,13.0,1,블랙,플러스,652.8
한빛,10,190081,휘발유,2978,276,11.3,0,,스탠다드,1104.5
한빛,15,204398,휘발유,1570,197,17.7,1,그외,플러스,645.5
가온,2,110044,하이브리드,2999,311,16.5,0,실버,플러스,5983.3
라온,12,196118,전기,3857,412,4.5,0,화이트,프리미엄,1537.2
한빛,4,30303,전기,2264,248,14.1,0,화이트,스탠다드,3305.7
한빛,4,49806,하이브리드,4191,405,9.0,0,화이트,스탠다드,3075.0
한빛,15,230592,휘발유,2741,292,10.8,0,실버,스탠다드,274.1
라온,5,111011,하이브리드,3438,384,5.4,1,그외,플러스,3147.8
한빛,2,49657,전기,2738,281,10.1,1,블랙,프리미엄,6503.7
라온,7,101326,경유,1406,207,22.9,1,그외,스탠다드,2241.4
라온,11,166888,전기,4200,405,3.0,0,블랙,플러스,1188.2
라온,3,31351,휘발유,1771,157,16.0,2,실버,프리미엄,4167.8
가온,0,5576,휘발유,2720,261,12.5,1,블랙,프리미엄,8062.8
한빛,2,5002,전기,2967,311,13.4,0,그외,플러스,5607.8
한빛,15,259542,하이브리드,980,183,23.9,0,블랙,프리미엄,863.0
한빛,15,173409,휘발유,3917,410,11.4,2,블랙,프리미엄,790.6
한빛,2,22851,휘발유,2328,180,15.0,0,그외,,4403.8
다온,7,103037,하이브리드,3570,315,13.2,0,그외,스탠다드,1854.4
가온,13,150454,전기,2689,241,9.2,0,화이트,플러스,1314.3
,3,48779,휘발유,2657,218,13.6,0,그외,프리미엄,4462.2
가온,0,76381,경유,2615,278,11.4,0,그외,스탠다드,8392.8
한빛,15,267175,하이브리드,4200,430,4.8,1,그외,프리미엄,632.6
한빛,12,178461,휘발유,2157,198,10.9,0,그외,플러스,1433.6
라온,15,232570,휘발유,4200,430,3.0,1,그외,스탠다드,258.0
가온,5,131809,경유,2395,214,10.7,1,그외,스탠다드,3653.7
가온,5,79896,하이브리드,1679,171,17.2,0,블랙,프리미엄,4343.6
라온,13,183953,하이브리드,1683,206,9.8,2,,스탠다드,815.5
가온,0,2591,휘발유,2218,216,21.2,0,그외,스탠다드,5634.3
가온,8,148905,전기,2516,246,10.2,3,실버,프리미엄,2649.3
다온,7,134298,하이브리드,2556,191,12.9,0,그외,플러스,2209.4
라온,13,249533,경유,3342,397,7.1,2,그외,스탠다드,723.8
라온,1,47636,경유,2613,267,10.6,0,그외,프리미엄,9824.5
가온,10,168745,전기,2136,192,18.4,3,그외,플러스,1061.5
다온,10,190273,전기,4178,424,3.0,1,블랙,프리미엄,1756.3
라온,12,143104,휘발유,1657,144,21.1,0,블랙,플러스,1030.6
다온,6,115411,경유,1775,163,17.6,0,실버,프리미엄,3986.7
라온,13,236300,경유,1079,141,18.2,0,화이트,플러스,823.9
가온,3,112145,경유,3226,299,16.3,0,실버,프리미엄,8580.3
라온,13,169151,전기,2665,210,12.7,2,그외,플러스,838.8
라온,0,1437,경유,1808,197,15.0,0,화이트,프리미엄,11460.9
한빛,5,129670,경유,2319,244,23.4,0,그외,프리미엄,6132.5
라온,4,66325,전기,2660,304,8.3,0,실버,프리미엄,5048.8
다온,4,32384,휘발유,2291,190,8.1,1,블랙,스탠다드,1868.5
한빛,15,353415,전기,4200,378,6.1,0,블랙,플러스,973.2
한빛,4,68088,전기,3716,309,15.2,0,실버,프리미엄,5059.1
한빛,14,207301,휘발유,1398,96,20.1,0,블랙,플러스,441.7
한빛,0,27168,전기,980,99,22.9,0,실버,프리미엄,8524.3
한빛,5,75793,전기,980,118,21.6,0,그외,플러스,3138.8
가온,5,177174,전기,3034,248,16.4,0,그외,프리미엄,4921.5
다온,1,66445,휘발유,1630,217,22.1,0,그외,플러스,4104.9
한빛,10,135938,전기,2854,305,12.6,0,블랙,프리미엄,2413.3
다온,0,900,하이브리드,2807,300,12.1,2,실버,플러스,5595.1
가온,14,236548,휘발유,3711,353,5.7,0,화이트,플러스,836.3
가온,5,57371,휘발유,994,109,21.3,0,화이트,스탠다드,2010.1
한빛,4,900,하이브리드,2847,328,12.0,0,화이트,플러스,3494.1
한빛,0,27205,하이브리드,2546,267,18.7,0,그외,프리미엄,9125.5
한빛,5,69525,전기,3377,269,9.6,0,블랙,프리미엄,4797.0
가온,5,82206,전기,1888,201,22.7,0,실버,스탠다드,2991.7
,3,88894,휘발유,1891,164,20.6,2,실버,플러스,3010.3
한빛,9,125126,전기,2851,308,9.8,0,실버,스탠다드,1644.2
다온,0,26991,경유,1083,117,20.5,0,블랙,스탠다드,6273.0
한빛,12,220589,휘발유,3597,282,10.0,1,화이트,플러스,1064.8
라온,3,66057,하이브리드,1975,189,14.9,0,화이트,스탠다드,2971.0
,8,119478,전기,1190,142,14.3,0,,프리미엄,2856.9
라온,4,93358,경유,2337,219,15.3,0,블랙,플러스,4805.3
한빛,3,95424,경유,2064,195,17.2,0,화이트,플러스,6004.3
가온,1,80750,하이브리드,1142,70,16.6,0,그외,프리미엄,7285.3
가온,5,48449,하이브리드,3797,418,9.7,0,화이트,플러스,3681.1
다온,2,72492,전기,2028,206,19.2,0,블랙,프리미엄,5912.1
한빛,9,132835,전기,3146,340,13.0,0,그외,스탠다드,1269.6
라온,1,900,하이브리드,3176,371,5.6,0,그외,플러스,5525.9
가온,13,167049,하이브리드,2109,200,12.4,1,블랙,프리미엄,1109.0
한빛,9,184024,전기,2137,197,8.9,0,실버,프리미엄,1980.4
다온,0,900,경유,2523,224,20.5,0,블랙,플러스,7752.9
한빛,10,126161,하이브리드,3866,430,9.6,0,화이트,프리미엄,1690.9
,13,176039,하이브리드,980,110,21.4,4,실버,플러스,599.7
다온,9,79940,휘발유,2378,244,12.7,2,실버,스탠다드,909.9
라온,2,52994,경유,1570,192,8.2,0,실버,스탠다드,4654.1
다온,8,212931,하이브리드,1781,178,19.4,0,블랙,프리미엄,2227.9
가온,1,67456,휘발유,3548,342,10.4,0,,프리미엄,7797.2
가온,4,39372,하이브리드,1164,150,15.3,1,화이트,프리미엄,4790.1
라온,10,169984,휘발유,3147,329,9.0,0,화이트,플러스,1591.6
한빛,2,932,전기,1248,100,23.8,0,블랙,스탠다드,4158.1
라온,2,66196,경유,2707,265,11.0,1,블랙,플러스,6357.2
한빛,7,164281,전기,3574,374,4.4,0,그외,,3521.8
한빛,7,68584,하이브리드,2063,224,18.0,0,화이트,프리미엄,2898.7
한빛,14,146385,하이브리드,2962,316,8.3,3,그외,프리미엄,308.0
한빛,10,112870,하이브리드,3449,329,11.3,1,그외,플러스,1497.8
다온,3,14376,휘발유,3850,363,13.7,2,실버,플러스,3545.3
라온,2,58068,전기,2137,205,13.4,0,화이트,플러스,5143.1
다온,0,66930,,1602,176,19.4,0,블랙,프리미엄,8373.1
한빛,14,282141,,1607,177,16.9,0,실버,플러스,559.7
가온,7,87568,휘발유,3246,326,8.7,0,블랙,스탠다드,1617.0
가온,7,106714,하이브리드,2913,321,10.1,0,화이트,프리미엄,3166.8
라온,10,183956,하이브리드,3806,372,5.7,0,화이트,스탠다드,1468.2
다온,14,181167,경유,2895,299,8.1,3,그외,프리미엄,787.4
다온,2,900,경유,2017,170,16.1,0,화이트,스탠다드,4632.1
한빛,0,35955,전기,2846,303,18.7,2,화이트,스탠다드,5258.7
한빛,1,20279,휘발유,3217,327,9.8,0,화이트,플러스,5112.1
가온,2,24156,하이브리드,980,70,18.9,0,그외,프리미엄,6667.9
한빛,0,62379,하이브리드,1712,109,11.9,3,화이트,플러스,5754.9
가온,6,80125,전기,3003,248,9.4,0,블랙,프리미엄,3972.5
라온,13,180323,하이브리드,1556,143,13.1,0,화이트,스탠다드,764.6
다온,5,48950,휘발유,2556,241,3.4,0,화이트,스탠다드,1822.6
가온,12,252458,휘발유,2651,281,10.8,0,실버,,1453.9
한빛,4,31665,휘발유,3259,311,12.9,0,그외,스탠다드,2513.4
다온,7,160518,경유,3277,285,12.4,0,화이트,플러스,2904.4
가온,8,166432,휘발유,4006,421,5.1,2,그외,플러스,1755.3
라온,4,109433,휘발유,1953,248,19.7,0,블랙,플러스,2997.6
한빛,0,8778,전기,2434,221,17.1,0,화이트,스탠다드,6273.2
가온,10,212825,전기,3034,356,21.9,0,블랙,플러스,1662.8
다온,11,226133,하이브리드,2936,319,13.1,0,실버,프리미엄,1278.2
라온,5,53795,경유,2157,171,15.1,2,블랙,플러스,3413.6
다온,14,215854,휘발유,3656,335,7.8,0,블랙,스탠다드,518.9
라온,15,223393,하이브리드,1438,125,21.3,0,화이트,프리미엄,657.8
가온,1,900,전기,3473,360,12.3,1,블랙,플러스,6942.7
라온,8,158415,전기,1939,197,18.5,0,화이트,스탠다드,1390.6
가온,7,110674,경유,1783,128,15.4,4,화이트,프리미엄,3353.9
가온,1,900,,2532,232,19.4,4,블랙,스탠다드,4313.4
가온,14,165056,전기,1839,179,11.0,1,화이트,프리미엄,1059.1
라온,10,182657,전기,2261,164,16.5,0,그외,플러스,1382.6
가온,1,3520,전기,2953,279,15.1,0,그외,프리미엄,9455.9
가온,14,213655,경유,1825,159,16.0,1,블랙,프리미엄,1323.1
한빛,0,37529,휘발유,1662,144,12.7,0,화이트,스탠다드,4625.1
라온,12,300353,하이브리드,2805,272,10.9,1,블랙,스탠다드,555.9
라온,0,8298,경유,2719,301,10.7,2,그외,프리미엄,9993.0
라온,0,17567,휘발유,2295,176,14.9,0,,플러스,5685.3
다온,12,173789,휘발유,2878,270,11.9,2,블랙,프리미엄,934.0
가온,12,143070,전기,1760,189,20.4,3,블랙,프리미엄,1690.5
