home_id,frame_material,parking_slots,subway_within_1km,shops_within_500m,school_rating,deal_price_eok
706,철근콘크리트,2,2,12,10,25.1
707,벽돌조,3,1,1,8,35.1
708,철근콘크리트,2,2,3,2,30.9
709,철근콘크리트,2,3,11,3,29.9
710,벽돌조,1,,11,10,43.0
711,벽돌조,2,1,9,1,32.7
712,목구조,1,1,7,7,15.1
713,목구조,2,0,10,4,32.5
714,목구조,1,2,12,8,24.2
715,목구조,1,0,0,4,32.0
716,목구조,3,1,14,6,41.9
717,철근콘크리트,2,,14,6,38.4
718,철근콘크리트,2,0,12,1,29.2
719,벽돌조,2,2,7,4,38.6
720,목구조,1,0,4,8,31.0
721,철근콘크리트,1,2,11,2,28.2
722,벽돌조,2,0,15,10,26.9
723,,1,1,9,5,26.4
724,벽돌조,2,1,12,4,34.3
725,벽돌조,2,3,1,7,23.5
726,벽돌조,3,3,7,1,38.7
727,벽돌조,2,3,12,2,29.7
728,목구조,2,3,2,6,39.8
729,철근콘크리트,3,3,1,4,43.0
730,목구조,2,0,14,6,26.4
731,벽돌조,1,3,1,3,26.3
732,철근콘크리트,2,2,8,8,42.1
733,벽돌조,3,1,8,5,35.8
734,벽돌조,1,2,2,7,43.1
735,목구조,2,0,15,3,26.2
736,목구조,3,1,14,3,28.5
737,목구조,2,0,8,10,32.1
738,목구조,2,0,6,1,19.2
739,벽돌조,1,2,4,4,26.3
740,목구조,2,0,10,4,28.1
741,목구조,1,3,14,7,26.5
742,벽돌조,,1,12,4,37.1
743,,2,2,10,10,28.2
744,벽돌조,3,0,0,6,32.2
745,목구조,1,0,15,2,17.6
746,벽돌조,2,3,14,5,46.6
747,벽돌조,3,2,11,5,50.0
748,철근콘크리트,2,1,6,2,32.8
749,목구조,1,0,8,4,30.7
750,철근콘크리트,3,0,2,2,19.2
751,목구조,1,1,14,2,36.4
752,벽돌조,2,1,2,8,36.3
753,철근콘크리트,,0,1,5,28.6
754,목구조,2,0,11,2,24.0
755,벽돌조,2,2,5,8,44.4
756,철근콘크리트,2,0,11,8,24.6
757,벽돌조,3,0,10,9,29.1
758,벽돌조,2,1,6,5,31.8
759,철근콘크리트,2,1,3,2,27.7
760,철근콘크리트,2,1,3,1,29.9
761,철근콘크리트,1,1,0,2,28.7
762,,2,0,10,2,22.6
763,철근콘크리트,2,2,12,6,32.4
764,철근콘크리트,2,3,2,7,43.7
765,철근콘크리트,2,2,12,9,21.1
766,벽돌조,2,1,11,2,26.2
767,벽돌조,3,3,5,10,44.6
768,목구조,1,3,12,1,33.6
769,철근콘크리트,1,0,9,2,18.9
770,벽돌조,1,3,14,5,35.1
771,철근콘크리트,1,,10,4,26.1
772,철근콘크리트,2,3,11,1,39.7
773,벽돌조,2,3,4,4,49.3
774,목구조,2,1,14,2,39.1
775,벽돌조,2,2,1,7,28.6
776,철근콘크리트,3,3,7,9,46.3
777,목구조,3,1,3,4,30.6
778,목구조,2,2,14,5,38.1
779,목구조,1,0,6,9,16.7
780,철근콘크리트,1,1,2,1,40.4
781,철근콘크리트,3,1,15,1,41.6
782,벽돌조,2,0,5,6,36.3
783,목구조,2,0,0,1,44.4
784,철근콘크리트,2,0,3,8,20.4
785,목구조,,0,11,8,30.8
786,철근콘크리트,2,2,1,9,37.7
787,철근콘크리트,2,3,9,4,32.7
788,철근콘크리트,1,1,4,1,26.0
789,벽돌조,1,1,6,10,35.2
790,철근콘크리트,1,3,10,5,31.3
791,벽돌조,2,0,4,8,39.0
792,벽돌조,2,0,10,4,25.0
793,철근콘크리트,2,2,0,4,33.2
794,철근콘크리트,2,1,7,2,22.3
795,철근콘크리트,1,3,2,3,18.2
796,목구조,2,0,12,3,35.6
797,목구조,1,2,12,10,28.3
798,벽돌조,2,2,1,5,34.8
799,철근콘크리트,1,3,5,8,18.3
800,목구조,1,0,2,6,40.4
801,철근콘크리트,2,1,5,3,16.6
802,목구조,2,3,14,1,37.1
803,벽돌조,3,2,14,9,25.7
804,목구조,2,3,13,7,35.3
805,벽돌조,,0,10,8,21.0
806,철근콘크리트,1,2,11,9,26.3
807,벽돌조,2,3,0,4,33.8
808,벽돌조,2,2,12,8,39.9
809,목구조,2,0,0,2,37.5
810,철근콘크리트,2,1,5,5,20.6
811,철근콘크리트,1,0,2,3,23.0
812,목구조,,2,7,4,35.1
813,목구조,2,0,7,6,22.4
814,목구조,2,1,3,7,26.5
815,벽돌조,3,2,12,4,39.7
816,목구조,1,3,6,4,40.2
817,,1,1,7,2,28.7
818,목구조,2,1,11,1,22.3
819,철근콘크리트,3,3,15,2,26.5
820,벽돌조,2,2,12,9,40.1
821,철근콘크리트,3,2,1,4,37.6
822,목구조,2,2,3,4,34.6
823,벽돌조,2,3,10,3,41.3
824,목구조,2,0,14,6,37.1
825,벽돌조,3,1,6,8,32.1
826,목구조,2,3,15,7,28.8
827,벽돌조,2,2,14,10,45.9
828,목구조,1,1,12,9,24.9
829,벽돌조,1,2,5,2,36.6
830,목구조,2,,2,2,34.4
831,목구조,2,3,13,8,42.3
832,벽돌조,1,1,8,4,12.9
833,벽돌조,3,0,2,3,38.6
834,목구조,2,2,11,4,38.2
835,철근콘크리트,2,2,2,4,44.0
836,,2,1,9,7,29.2
837,목구조,3,1,5,3,27.0
838,목구조,2,2,11,3,25.5
839,철근콘크리트,1,1,8,1,20.0
840,목구조,1,0,6,10,26.9
841,목구조,2,1,15,10,50.1
842,목구조,2,1,0,2,44.1
843,벽돌조,3,1,0,8,28.8
844,철근콘크리트,1,2,15,10,35.2
845,철근콘크리트,3,3,6,5,25.6
846,목구조,2,0,10,10,22.1
847,목구조,2,1,13,5,23.6
848,벽돌조,3,3,1,9,38.7
849,벽돌조,2,2,8,8,32.6
850,목구조,2,0,10,9,31.1
851,목구조,2,2,7,4,35.4
852,벽돌조,2,0,3,2,24.0
853,목구조,2,1,10,3,31.4
854,벽돌조,2,1,10,10,24.0
855,벽돌조,2,0,3,6,18.6
856,벽돌조,2,2,3,6,38.5
857,철근콘크리트,2,1,11,7,44.7
858,철근콘크리트,2,0,10,7,42.2
859,벽돌조,2,1,13,10,34.4
860,벽돌조,2,1,15,6,25.8
861,목구조,2,2,10,4,42.3
862,목구조,2,2,0,3,34.0
863,벽돌조,2,0,2,9,40.5
864,철근콘크리트,2,1,12,1,33.9
865,철근콘크리트,3,0,14,1,20.1
866,철근콘크리트,2,2,5,6,43.3
867,철근콘크리트,2,2,9,7,38.4
868,벽돌조,2,2,2,9,36.2
869,목구조,2,1,15,3,38.7
870,목구조,2,0,4,6,28.4
871,철근콘크리트,2,1,2,4,25.9
872,철근콘크리트,1,3,14,2,41.9
873,철근콘크리트,3,1,15,10,24.8
874,목구조,2,0,15,1,24.9
875,벽돌조,2,3,12,4,19.5
876,철근콘크리트,1,2,15,9,30.6
877,철근콘크리트,3,3,14,6,51.0
878,목구조,2,3,11,3,39.5
879,벽돌조,1,3,4,8,19.8
880,,2,0,10,2,40.3
881,철근콘크리트,2,1,9,6,39.0
882,벽돌조,1,,1,1,14.2
883,목구조,2,1,9,3,37.3
884,목구조,1,0,3,1,23.1
885,철근콘크리트,2,1,7,7,29.2
886,벽돌조,1,3,2,6,31.8
887,목구조,2,2,6,4,38.1
888,목구조,2,1,11,6,32.2
889,목구조,2,2,7,3,31.1
890,목구조,2,2,7,2,33.0
891,철근콘크리트,2,2,1,2,41.2
892,목구조,1,1,7,2,31.7
893,벽돌조,2,3,4,4,30.7
894,철근콘크리트,2,3,13,3,33.6
895,철근콘크리트,1,0,9,5,20.6
896,벽돌조,2,2,12,9,23.4
897,철근콘크리트,2,,15,6,26.0
898,철근콘크리트,1,1,11,4,32.2
899,철근콘크리트,2,1,4,6,41.5
900,철근콘크리트,2,2,4,4,37.9
901,벽돌조,2,1,15,8,31.1
902,목구조,2,2,0,2,39.9
903,목구조,3,1,9,4,34.5
904,철근콘크리트,2,0,13,4,29.6
905,목구조,1,2,7,10,48.4
906,벽돌조,2,1,3,10,41.9
907,철근콘크리트,,2,11,3,20.7
908,철근콘크리트,3,2,8,3,36.4
909,목구조,3,2,13,6,37.0
910,벽돌조,3,2,8,4,28.4
911,철근콘크리트,,1,4,9,24.1
912,철근콘크리트,1,2,14,7,32.5
913,목구조,2,0,0,3,36.5
914,목구조,2,1,11,5,28.7
915,목구조,2,0,15,1,29.2
916,벽돌조,2,2,0,10,33.1
917,벽돌조,1,3,15,6,29.1
918,목구조,2,3,0,7,34.6
919,철근콘크리트,3,1,2,9,38.4
920,철근콘크리트,2,1,2,4,16.5
921,철근콘크리트,2,2,14,9,27.5
922,벽돌조,1,0,9,4,20.2
923,철근콘크리트,1,2,15,5,26.1
924,철근콘크리트,1,1,13,10,22.0
925,철근콘크리트,,,10,10,33.0
926,목구조,1,1,4,6,33.3
927,,2,2,2,2,16.4
928,목구조,3,3,6,2,32.3
929,목구조,2,0,6,10,45.3
930,철근콘크리트,3,2,14,2,25.6
931,벽돌조,1,2,6,10,41.3
932,벽돌조,1,0,10,10,49.6
933,벽돌조,2,2,7,5,35.0
934,벽돌조,2,1,3,2,30.6
935,목구조,2,2,3,2,37.6
936,철근콘크리트,2,3,8,2,50.5
937,철근콘크리트,3,1,9,3,40.8
938,철근콘크리트,3,0,6,1,41.5
939,목구조,3,2,2,8,30.6
940,철근콘크리트,1,3,7,9,24.9
941,벽돌조,1,2,13,8,37.6
942,벽돌조,2,0,15,10,29.2
943,철근콘크리트,2,1,12,5,34.0
944,벽돌조,1,3,10,10,35.9
945,벽돌조,1,1,6,9,37.7
946,벽돌조,3,2,1,10,18.5
947,철근콘크리트,2,0,3,7,28.7
948,벽돌조,2,0,4,2,32.1
949,철근콘크리트,1,3,3,2,36.4
950,철근콘크리트,2,1,9,3,35.8
951,벽돌조,1,,6,3,34.0
952,철근콘크리트,3,2,6,1,37.8
953,목구조,2,1,4,6,36.1
954,목구조,2,1,4,9,39.0
955,목구조,2,2,10,5,38.2
956,벽돌조,2,1,9,8,30.9
957,벽돌조,2,3,5,8,39.1
958,철근콘크리트,2,0,3,3,35.0
959,벽돌조,1,0,6,10,38.6
960,목구조,2,3,15,8,38.9
961,철근콘크리트,2,1,1,8,32.1
962,철근콘크리트,1,2,7,1,31.1
963,벽돌조,2,,8,3,29.6
964,벽돌조,1,1,2,7,14.1
965,벽돌조,1,0,9,7,32.6
966,벽돌조,2,0,8,3,18.8
967,목구조,1,0,0,9,24.6
968,목구조,,2,0,2,40.2
969,목구조,,2,4,2,29.4
970,벽돌조,2,0,3,4,19.5
971,철근콘크리트,2,1,5,8,20.0
972,목구조,3,0,12,9,26.7
973,목구조,2,1,10,8,36.7
974,목구조,2,0,12,5,29.0
975,벽돌조,2,2,14,2,35.6
976,목구조,1,1,8,9,24.6
977,목구조,1,1,11,2,31.9
978,목구조,1,0,11,6,32.0
979,벽돌조,2,3,1,2,39.6
980,벽돌조,2,3,1,7,34.3
981,벽돌조,2,1,1,6,19.8
982,철근콘크리트,2,0,14,2,13.6
983,벽돌조,1,3,8,6,36.1
984,,1,3,14,10,36.7
985,목구조,2,1,10,7,28.3
986,,2,2,12,6,30.5
987,목구조,2,3,12,3,46.1
988,목구조,2,3,10,5,34.9
989,목구조,1,0,6,7,31.2
990,철근콘크리트,2,2,6,5,31.5
991,벽돌조,2,,0,4,32.9
992,목구조,2,1,4,10,31.9
993,목구조,1,1,3,9,25.3
994,목구조,2,3,0,3,36.0
995,벽돌조,2,2,8,10,18.2
996,철근콘크리트,3,,6,6,24.4
997,벽돌조,3,1,10,1,32.1
998,철근콘크리트,2,0,7,9,25.2
999,벽돌조,2,0,14,9,24.5
1000,벽돌조,2,1,1,8,45.2
1001,철근콘크리트,2,1,12,6,43.3
1002,목구조,1,1,6,3,34.6
1003,목구조,,0,11,8,31.5
1004,목구조,1,1,2,9,33.4
1005,목구조,2,2,5,7,41.1
1006,벽돌조,2,0,11,10,28.8
1007,목구조,1,2,10,4,35.6
1008,목구조,3,3,3,10,43.7
1009,목구조,3,0,14,3,19.8
1010,철근콘크리트,2,2,3,8,25.7
1011,,1,2,2,1,28.0
1012,철근콘크리트,,1,9,9,34.9
1013,목구조,1,2,4,4,24.3
1014,목구조,1,2,12,1,31.0
1015,목구조,2,1,11,5,39.7
1016,벽돌조,3,1,12,10,34.0
1017,벽돌조,2,1,9,3,37.3
1018,목구조,1,2,9,8,33.9
1019,목구조,2,1,3,10,40.6
1020,목구조,1,,7,2,40.9
1021,벽돌조,2,1,0,3,41.7
1022,벽돌조,1,2,10,1,30.6
1023,,1,1,8,5,32.3
1024,,2,0,0,7,30.6
1025,벽돌조,2,0,3,1,26.5
1026,목구조,3,3,2,2,38.4
1027,목구조,,0,7,3,32.4
1028,철근콘크리트,2,0,1,4,34.0
1029,철근콘크리트,2,3,11,3,40.0
1030,목구조,1,3,4,7,37.5
1031,목구조,2,1,0,8,27.4
1032,목구조,2,3,1,9,29.1
1033,벽돌조,2,0,11,1,21.1
1034,목구조,1,2,3,2,41.7
1035,,2,1,8,2,25.4
1036,목구조,1,2,15,9,40.1
1037,목구조,2,1,4,3,28.3
1038,목구조,3,1,5,4,33.7
1039,목구조,1,2,5,9,23.6
1040,목구조,2,1,0,6,40.6
1041,벽돌조,2,0,1,5,16.8
1042,철근콘크리트,2,1,4,9,37.7
1043,철근콘크리트,2,1,12,9,18.4
1044,벽돌조,2,3,1,9,35.7
1045,벽돌조,1,0,5,4,30.0
1046,벽돌조,1,0,10,2,20.4
1047,철근콘크리트,2,1,1,10,32.1
1048,철근콘크리트,3,3,1,7,34.5
1049,벽돌조,,1,8,9,29.3
1050,목구조,2,1,5,5,26.4
1051,목구조,1,2,5,7,40.5
1052,목구조,2,2,1,4,36.1
1053,철근콘크리트,2,3,0,2,16.4
1054,목구조,1,1,11,1,35.8
1055,목구조,2,0,2,3,41.4
1056,철근콘크리트,3,2,11,5,30.8
1057,목구조,,2,2,4,43.1
1058,목구조,1,2,3,9,28.2
1059,목구조,2,2,5,5,27.0
1060,벽돌조,2,3,6,10,25.3
1061,목구조,1,3,8,7,38.2
1062,목구조,2,1,9,10,22.7
1063,벽돌조,1,3,5,4,23.4
1064,,2,2,0,3,42.4
1065,목구조,2,0,2,8,45.7
1066,철근콘크리트,2,3,7,6,39.6
1067,목구조,1,0,7,6,20.9
1068,벽돌조,2,1,0,6,32.6
1069,철근콘크리트,2,0,5,8,30.0
1070,철근콘크리트,3,1,13,7,20.9
1071,목구조,1,1,1,3,31.2
1072,철근콘크리트,2,1,5,3,20.1
1073,목구조,2,1,11,6,44.9
1074,벽돌조,2,3,6,8,30.0
1075,철근콘크리트,1,0,2,6,36.0
1076,벽돌조,1,3,2,9,34.9
1077,벽돌조,3,2,1,1,22.2
1078,철근콘크리트,3,0,12,10,33.6
1079,벽돌조,2,2,2,4,19.7
1080,철근콘크리트,2,1,9,1,38.5
1081,목구조,2,1,15,3,29.6
1082,,2,0,2,2,35.8
1083,철근콘크리트,2,0,5,7,25.1
1084,벽돌조,2,3,2,4,24.1
1085,철근콘크리트,2,2,2,1,35.1
1086,벽돌조,1,1,1,5,35.9
1087,,1,2,4,5,30.5
1088,목구조,3,3,0,1,30.1
1089,목구조,1,0,2,10,30.1
1090,철근콘크리트,1,,12,3,36.2
1091,목구조,2,3,2,8,33.1
1092,철근콘크리트,3,1,10,8,26.2
1093,목구조,2,1,15,9,21.9
1094,벽돌조,1,0,1,4,24.7
1095,벽돌조,1,1,5,5,31.2
1096,목구조,2,1,15,1,30.0
1097,철근콘크리트,2,2,1,5,18.7
1098,목구조,2,3,12,2,36.4
1099,목구조,2,0,8,3,28.8
1100,철근콘크리트,1,2,10,1,23.5
1101,목구조,1,1,11,2,27.6
1102,벽돌조,3,,14,5,36.2
1103,,1,1,14,4,27.4
1104,철근콘크리트,1,1,10,8,31.1
1105,목구조,2,3,8,4,44.1
1106,철근콘크리트,2,0,9,7,38.0
1107,철근콘크리트,1,1,2,7,25.3
1108,벽돌조,1,1,11,7,13.8
1109,철근콘크리트,2,2,6,5,28.3
1110,철근콘크리트,2,2,7,1,38.8
1111,벽돌조,2,2,10,8,18.5
1112,철근콘크리트,1,2,8,1,36.2
1113,벽돌조,,0,7,5,32.1
1114,철근콘크리트,2,0,12,9,37.0
1115,벽돌조,2,1,9,5,37.1
1116,목구조,3,0,5,2,23.8
1117,벽돌조,1,3,2,5,26.0
1118,철근콘크리트,1,3,5,8,35.5
1119,철근콘크리트,1,2,9,7,23.0
1120,목구조,1,0,8,1,41.5
1121,목구조,2,2,3,1,38.3
1122,철근콘크리트,2,1,11,7,38.1
1123,철근콘크리트,1,3,1,6,39.2
1124,철근콘크리트,1,1,12,8,27.6
1125,벽돌조,1,3,15,6,29.2
1126,벽돌조,2,1,9,8,39.3
1127,철근콘크리트,1,2,8,3,33.0
1128,벽돌조,2,0,4,3,35.7
1129,벽돌조,2,3,15,9,39.3
1130,목구조,1,1,12,7,34.4
1131,철근콘크리트,2,3,4,9,27.5
1132,벽돌조,2,1,1,10,25.1
1133,목구조,2,1,4,5,16.7
1134,,2,0,3,10,35.5
1135,철근콘크리트,1,2,0,7,34.6
1136,철근콘크리트,1,1,7,4,36.8
1137,철근콘크리트,1,0,1,5,31.3
1138,벽돌조,2,1,0,2,36.9
1139,철근콘크리트,1,2,8,9,41.2
1140,벽돌조,3,0,11,3,28.3
1141,철근콘크리트,2,0,13,2,35.7
1142,철근콘크리트,2,1,14,7,43.2
1143,목구조,1,1,2,2,26.0
1144,목구조,2,2,2,8,39.1
1145,철근콘크리트,2,0,0,1,21.1
1146,벽돌조,1,3,9,3,29.8
1147,벽돌조,1,3,5,8,37.3
1148,목구조,2,0,7,9,30.6
1149,철근콘크리트,2,2,6,2,49.1
1150,철근콘크리트,2,0,0,9,41.5
1151,벽돌조,3,1,7,1,44.9
1152,목구조,2,2,15,8,26.1
1153,목구조,1,3,13,1,43.8
1154,철근콘크리트,1,3,0,9,35.3
1155,목구조,2,2,1,5,29.6
1156,목구조,2,0,12,1,29.5
1157,벽돌조,1,3,4,8,38.4
1158,목구조,2,1,2,9,30.5
1159,철근콘크리트,3,1,8,8,24.4
1160,벽돌조,1,2,12,1,20.5
1161,철근콘크리트,3,,13,2,33.6
1162,철근콘크리트,1,3,11,3,35.3
1163,벽돌조,2,1,10,6,30.1
1164,목구조,1,2,4,3,25.9
1165,철근콘크리트,2,2,14,5,34.9
1166,철근콘크리트,2,1,8,2,24.6
1167,철근콘크리트,2,1,13,6,17.7
1168,철근콘크리트,2,3,9,10,36.0
1169,철근콘크리트,2,3,13,6,41.6
1170,목구조,2,1,1,10,48.4
1171,목구조,2,0,10,4,23.9
1172,철근콘크리트,2,0,9,3,32.4
1173,목구조,2,1,9,5,21.7
1174,철근콘크리트,2,3,9,10,38.0
1175,벽돌조,2,3,6,8,27.3
1176,철근콘크리트,2,1,7,2,33.9
1177,벽돌조,1,3,14,4,41.5
1178,목구조,1,3,0,3,25.2
1179,벽돌조,2,3,6,6,20.0
1180,철근콘크리트,2,2,13,3,28.6
1181,목구조,2,1,9,2,35.4
1182,철근콘크리트,1,2,6,10,23.0
1183,벽돌조,2,2,9,1,33.8
1184,벽돌조,2,,9,4,23.7
1185,벽돌조,2,1,1,2,25.4
1186,,1,1,6,5,26.5
1187,목구조,3,1,10,3,34.4
1188,벽돌조,1,0,3,10,42.8
1189,철근콘크리트,3,1,11,5,42.9
1190,철근콘크리트,1,0,12,8,22.9
1191,목구조,2,2,7,4,31.1
1192,목구조,1,,10,4,23.3
1193,벽돌조,2,1,1,2,31.9
1194,목구조,2,3,15,8,43.1
1195,벽돌조,1,1,15,2,32.7
1196,철근콘크리트,2,3,15,2,42.9
1197,목구조,1,0,5,3,38.1
1198,목구조,3,1,15,3,37.1
1199,목구조,2,1,9,1,20.9
1200,목구조,1,1,11,7,35.7
1201,철근콘크리트,1,2,7,10,32.3
1202,목구조,2,3,7,3,35.7
1203,벽돌조,2,2,11,5,31.7
1204,목구조,2,3,2,7,43.3
1205,벽돌조,1,1,12,6,36.1
1206,벽돌조,3,1,2,5,26.7
1207,벽돌조,,2,9,5,35.5
1208,철근콘크리트,1,2,8,6,21.4
1209,벽돌조,1,0,11,4,16.0
1210,철근콘크리트,2,2,9,4,33.8
1211,철근콘크리트,2,1,7,6,21.3
1212,벽돌조,2,2,7,2,29.3
1213,철근콘크리트,3,0,5,8,39.6
1214,철근콘크리트,2,1,1,3,23.4
1215,벽돌조,1,,14,10,30.0
1216,벽돌조,1,2,11,9,30.9
1217,벽돌조,1,2,8,4,25.9
1218,벽돌조,2,3,3,6,27.9
1219,철근콘크리트,2,1,7,10,34.9
1220,철근콘크리트,2,2,10,5,27.6
1221,철근콘크리트,2,1,10,8,20.4
1222,철근콘크리트,1,2,14,1,13.6
1223,벽돌조,2,3,1,8,24.8
1224,벽돌조,2,3,2,7,38.6
1225,벽돌조,2,3,5,10,24.2
1226,목구조,,0,8,1,28.8
1227,목구조,2,2,10,8,29.2
1228,벽돌조,1,3,1,10,37.9
1229,목구조,1,1,15,10,41.9
1230,벽돌조,2,1,10,4,22.2
1231,목구조,3,3,14,2,20.0
1232,벽돌조,2,0,14,7,23.0
1233,벽돌조,3,0,8,4,27.8
1234,철근콘크리트,3,2,14,9,29.5
1235,목구조,3,0,2,8,24.5
1236,철근콘크리트,2,0,4,2,24.6
1237,벽돌조,1,3,0,5,32.1
1238,목구조,2,0,14,1,31.5
1239,벽돌조,2,0,12,4,18.4
1240,목구조,2,1,13,5,29.0
1241,목구조,1,,4,3,30.1
1242,벽돌조,3,2,4,9,29.8
1243,벽돌조,,1,12,9,15.1
1244,철근콘크리트,2,0,3,1,38.8
1245,벽돌조,2,1,8,10,33.4
1246,철근콘크리트,2,2,6,6,28.8
1247,철근콘크리트,2,3,3,1,34.0
1248,벽돌조,1,3,7,9,18.3
1249,벽돌조,2,0,6,3,12.3
1250,벽돌조,1,3,14,3,32.2
1251,철근콘크리트,2,1,10,1,24.0
1252,벽돌조,2,3,11,1,26.5
1253,목구조,1,2,2,8,23.8
1254,철근콘크리트,2,0,4,7,33.3
1255,목구조,2,1,11,10,36.3
1256,벽돌조,2,3,1,3,31.4
1257,철근콘크리트,,1,7,3,30.5
1258,목구조,2,2,10,2,33.7
1259,벽돌조,2,2,1,10,41.2
1260,벽돌조,2,1,5,6,20.6
1261,벽돌조,2,3,10,7,42.1
1262,목구조,2,2,15,2,40.5
1263,목구조,2,0,4,8,16.5
1264,벽돌조,2,0,10,3,24.7
1265,철근콘크리트,2,3,8,8,41.5
1266,벽돌조,2,2,13,7,24.8
1267,벽돌조,2,0,2,10,21.7
1268,철근콘크리트,2,3,1,7,22.4
1269,철근콘크리트,3,1,7,6,41.9
1270,벽돌조,1,2,13,2,17.8
1271,벽돌조,,2,3,9,37.6
1272,목구조,2,2,11,1,29.4
1273,벽돌조,2,3,15,6,24.7
1274,목구조,2,1,13,9,33.1
1275,철근콘크리트,2,3,5,9,31.0
1276,철근콘크리트,1,1,12,1,24.1
1277,철근콘크리트,3,2,12,5,24.9
1278,벽돌조,1,0,5,6,17.2
1279,목구조,2,1,1,9,29.8
1280,벽돌조,2,1,4,1,12.1
1281,벽돌조,3,3,10,5,31.4
1282,벽돌조,2,1,14,3,22.1
1283,철근콘크리트,1,2,8,4,31.9
1284,철근콘크리트,2,0,3,6,36.0
1285,벽돌조,2,0,11,2,29.6
1286,목구조,2,2,12,3,38.2
1287,목구조,1,1,13,8,25.5
1288,철근콘크리트,2,0,3,10,20.1
1289,철근콘크리트,,0,6,4,22.5
1290,벽돌조,,3,14,2,39.9
1291,목구조,2,3,7,3,31.6
1292,목구조,1,3,1,2,27.8
1293,목구조,2,0,5,2,19.6
1294,벽돌조,1,0,9,6,30.3
1295,철근콘크리트,3,2,8,3,34.3
1296,벽돌조,2,2,14,8,26.8
1297,목구조,2,2,1,8,38.8
1298,벽돌조,2,0,15,5,28.4
1299,벽돌조,2,0,9,5,26.9
1300,철근콘크리트,3,2,13,9,41.7
1301,목구조,2,1,8,7,23.8
1302,목구조,2,2,8,10,26.3
1303,철근콘크리트,2,3,10,9,32.0
1304,목구조,2,2,14,6,28.8
1305,목구조,1,1,10,2,27.0
1306,벽돌조,2,2,9,7,32.1
1307,벽돌조,2,2,15,10,48.0
1308,목구조,3,3,9,10,34.8
1309,철근콘크리트,,1,13,4,24.1
1310,목구조,2,0,7,3,30.4
1311,벽돌조,2,0,12,2,20.6
1312,,1,0,11,10,21.9
1313,철근콘크리트,1,2,1,1,27.8
1314,,1,3,15,7,35.1
1315,목구조,1,0,12,5,21.8
1316,목구조,2,1,5,8,44.8
1317,철근콘크리트,1,0,5,8,30.7
1318,,2,2,1,2,11.9
1319,벽돌조,2,1,0,6,33.5
1320,목구조,1,2,5,6,38.0
1321,목구조,1,1,2,4,32.7
1322,목구조,1,1,6,1,24.6
1323,벽돌조,2,3,2,4,35.7
1324,철근콘크리트,2,3,2,8,26.5
1325,철근콘크리트,2,2,15,4,36.4
1326,철근콘크리트,2,1,1,8,42.6
1327,벽돌조,2,2,9,5,18.9
1328,철근콘크리트,3,1,11,10,36.9
1329,,3,1,1,9,29.8
1330,목구조,1,0,4,6,36.0
1331,철근콘크리트,2,0,14,6,36.4
1332,벽돌조,2,0,12,2,29.7
1333,벽돌조,2,1,2,2,27.0
1334,목구조,,,4,10,33.4
1335,벽돌조,1,0,2,6,20.7
1336,목구조,2,0,12,6,30.2
1337,목구조,3,3,11,4,51.0
1338,철근콘크리트,1,1,3,3,32.2
1339,철근콘크리트,2,1,3,2,30.3
1340,철근콘크리트,2,3,11,8,32.7
1341,목구조,1,0,7,7,24.3
1342,목구조,2,1,13,5,39.0
1343,철근콘크리트,2,0,13,4,29.1
1344,철근콘크리트,2,1,11,2,44.7
1345,벽돌조,3,3,4,9,29.2
1346,벽돌조,2,3,15,2,30.7
1347,철근콘크리트,2,0,10,1,24.6
1348,철근콘크리트,2,2,9,10,33.8
1349,목구조,1,2,3,4,34.2
1350,벽돌조,2,2,6,9,44.6
1351,벽돌조,2,0,15,4,29.6
1352,철근콘크리트,2,3,14,2,26.8
1353,목구조,1,2,15,7,26.5
1354,철근콘크리트,2,1,15,10,21.6
1355,목구조,2,0,8,4,26.8
1356,,1,0,7,9,30.5
1357,벽돌조,2,2,10,6,37.5
1358,목구조,3,0,0,9,44.1
1359,벽돌조,2,0,13,6,35.8
1360,철근콘크리트,2,2,13,7,43.4
1361,철근콘크리트,2,0,8,1,25.3
1362,,1,2,14,6,22.7
1363,목구조,3,0,12,7,33.7
1364,철근콘크리트,1,1,12,8,18.6
1365,목구조,2,0,14,7,32.2
1366,벽돌조,2,1,11,10,29.5
1367,목구조,1,0,2,10,30.6
1368,벽돌조,1,3,8,3,23.7
1369,벽돌조,2,0,8,8,21.7
1370,목구조,3,3,4,7,31.3
1371,철근콘크리트,1,1,0,8,33.5
1372,목구조,2,0,14,8,37.2
1373,목구조,1,1,3,10,29.1
1374,벽돌조,2,3,3,3,44.5
1375,철근콘크리트,2,2,12,7,39.0
1376,벽돌조,3,0,6,7,35.2
1377,벽돌조,2,1,11,6,20.2
1378,목구조,2,2,1,1,36.5
1379,목구조,1,1,5,4,26.0
1380,철근콘크리트,1,0,14,1,30.9
1381,벽돌조,3,1,5,4,25.2
1382,철근콘크리트,2,0,11,5,37.4
1383,벽돌조,2,2,2,6,21.7
1384,목구조,2,2,14,3,25.2
1385,벽돌조,1,3,14,6,38.4
1386,목구조,2,2,12,3,35.7
1387,벽돌조,2,1,10,4,35.1
1388,벽돌조,3,2,14,6,43.8
1389,벽돌조,2,3,15,9,42.5
1390,벽돌조,2,2,7,5,43.4
1391,벽돌조,2,1,14,7,24.8
1392,벽돌조,1,1,3,7,29.7
1393,철근콘크리트,,2,6,9,24.2
