line_code,material_grade,chamber_temp,chamber_pressure,chamber_humidity,vibration_level,cycle_time_sec,power_kw,worker_years,good_rate_percent
L2,M1,97.39,48.60,54.1,1.0839,129.1,200.96,1,95.44
L2,M1,101.51,48.10,49.3,1.0895,124.8,187.83,6,95.81
L2,M3,101.21,49.94,57.6,0.9421,114.2,201.19,1,94.21
L1,M3,91.47,49.11,33.7,0.5376,121.9,182.92,9,94.17
L1,M3,103.45,53.06,46.1,0.9596,138.4,232.64,5,95.00
L2,M1,106.22,51.33,54.7,1.0333,,184.86,4,94.88
L1,M2,104.50,48.13,56.7,0.9808,123.8,210.20,5,94.60
L2,M1,107.17,52.80,69.0,0.9531,125.6,200.78,5,94.15
L1,M2,109.42,48.94,71.7,0.6730,109.1,200.11,6,94.50
L2,M3,98.86,46.91,47.4,1.3516,120.5,199.94,8,93.51
L2,M3,97.66,47.07,41.8,1.1061,110.0,215.82,1,92.06
L1,M2,104.16,51.36,50.9,1.2889,126.1,195.83,1,93.55
L2,M1,101.13,51.10,51.2,0.7509,,206.29,10,94.70
L2,M2,100.01,51.81,36.8,0.9676,109.9,211.08,2,94.10
L1,M2,104.57,50.12,65.3,0.8876,118.7,206.86,7,95.26
L2,M1,105.64,49.67,28.0,1.5443,127.2,234.43,6,94.04
L1,M3,98.99,47.52,46.4,1.1153,117.6,215.96,3,92.49
L2,M1,102.50,49.53,38.0,1.2662,109.8,190.34,9,96.41
L1,M2,94.74,46.86,61.6,0.5674,131.4,193.77,1,93.80
L1,M2,101.19,52.81,72.0,1.2103,115.5,194.44,2,94.90
L1,M1,91.31,50.38,66.4,0.8599,114.3,206.46,10,92.91
L2,M2,93.92,50.47,36.3,1.2841,103.8,251.84,11,94.14
L2,M1,93.02,51.01,53.5,0.3000,117.0,166.15,10,95.44
L2,M2,106.62,45.02,53.5,1.0306,128.4,156.39,3,95.39
L2,M3,96.25,54.45,71.5,0.8424,128.0,209.74,2,93.02
L1,M1,102.70,47.85,54.6,1.0247,120.0,183.49,7,93.68
L1,M3,,51.14,72.0,1.0918,121.8,201.31,9,95.71
L1,M2,102.86,49.55,,0.9414,121.0,191.81,5,93.78
L1,M3,102.83,,28.0,0.8920,123.1,191.36,1,92.94
L2,M1,96.18,47.68,44.2,0.9956,92.5,177.90,1,94.35
L2,M3,98.91,49.68,46.5,0.7602,113.9,239.24,4,92.99
L1,M1,105.64,48.42,30.9,1.1918,116.0,215.51,1,96.31
L2,M2,92.81,52.23,47.6,0.7429,123.7,237.51,10,96.15
L1,M1,93.73,51.22,28.7,0.7142,,235.40,9,95.50
L2,M1,100.26,53.38,58.8,1.3250,117.2,160.42,5,96.65
L1,M1,100.27,50.37,47.3,0.9709,120.7,215.03,6,96.41
L2,M1,98.70,52.24,59.2,1.1753,135.7,195.26,10,95.70
L1,M1,98.16,48.22,28.0,1.1294,116.8,268.00,8,95.18
L2,M2,92.41,52.19,28.0,0.9088,116.4,215.08,5,92.96
L2,M2,94.60,48.05,34.4,1.0059,110.3,193.77,3,92.71
L1,M1,99.47,49.85,28.6,1.2782,118.8,203.97,11,95.77
L1,M1,96.43,47.49,55.6,0.9760,108.2,178.61,2,95.62
L1,M2,94.31,49.67,57.0,0.9263,101.1,215.30,7,93.37
L2,M1,95.85,53.12,32.7,0.8168,124.6,193.41,4,93.68
L2,M1,111.56,51.43,28.0,0.7591,102.1,213.14,1,92.74
L2,M2,100.67,51.31,32.7,1.0718,102.3,221.89,3,94.02
L1,M1,110.62,50.11,43.6,0.6103,112.5,199.65,1,93.84
L2,M2,92.45,53.15,51.4,0.8830,113.5,199.12,10,94.35
L2,M3,107.67,52.08,38.2,0.9851,116.0,235.45,10,94.30
L2,M2,90.23,49.29,43.8,1.0445,121.7,203.35,8,95.39
L1,M2,94.81,47.88,50.5,1.0074,127.4,232.97,9,95.02
L1,M3,107.69,50.44,64.0,1.0540,118.7,210.08,9,94.63
L2,M1,108.46,51.88,50.4,0.9857,128.3,166.57,6,97.10
L1,M1,103.32,49.62,40.3,0.9745,128.4,234.81,1,94.05
L1,M2,98.20,50.45,35.8,1.0816,111.6,193.72,2,93.78
L2,M2,95.46,53.53,36.9,1.0434,,186.45,2,93.48
L1,M1,99.87,46.19,47.3,1.2229,113.1,233.39,2,93.65
L2,M3,101.91,46.91,35.9,0.8494,97.2,214.62,11,93.70
L2,M3,102.98,47.87,39.8,0.8612,119.2,223.26,11,94.44
L1,M3,106.82,50.80,57.2,1.2370,131.2,165.68,9,95.41
L2,M2,96.43,47.90,71.4,1.2338,113.7,162.05,7,93.19
L2,M2,101.53,52.00,48.5,0.7432,107.5,221.32,6,93.69
L1,M3,103.10,49.63,41.2,1.0297,141.2,218.42,9,93.20
L1,M2,100.25,49.23,62.6,0.9306,122.2,207.54,5,92.68
L2,M1,96.47,48.31,61.1,0.8103,110.8,185.88,1,94.07
L2,M3,99.59,50.64,34.5,0.7434,109.5,198.94,9,93.24
L1,M1,105.51,50.45,51.5,1.0903,125.0,213.21,1,91.78
L1,M3,100.28,47.40,62.2,1.2606,114.3,177.96,8,94.69
L1,M2,99.08,48.66,45.9,0.9141,108.9,202.85,11,94.26
L1,M2,99.28,52.04,66.6,0.8597,113.2,241.64,3,93.03
L1,M3,109.15,48.37,41.6,1.1527,120.7,201.97,2,93.17
L1,M2,100.05,48.42,46.6,0.9897,124.3,239.29,10,94.41
L2,M3,102.79,50.64,72.0,1.2745,154.3,190.78,1,92.45
L2,M2,98.72,47.59,67.5,1.0699,120.3,207.85,10,95.00
L2,M1,96.96,51.58,41.9,0.6599,133.5,195.01,7,95.21
L1,M3,95.49,50.97,28.0,1.1962,126.6,193.16,3,93.59
L1,M3,,47.83,47.6,1.1708,118.4,239.07,8,94.16
L2,M2,102.97,49.61,51.5,0.7494,132.8,182.95,2,93.07
L2,M1,95.62,47.23,38.7,0.7304,147.0,216.91,9,96.36
L2,M2,93.45,51.62,34.0,0.9440,95.0,184.28,8,94.41
L2,M1,106.82,46.76,47.9,1.2673,125.6,192.00,6,95.51
L1,M3,105.55,50.37,38.2,0.7203,130.4,208.39,4,93.59
L2,M1,102.36,49.60,45.2,1.0025,123.1,188.36,5,95.63
L1,M1,95.53,45.58,28.0,1.0281,110.5,164.98,6,93.27
L1,M3,106.60,47.00,38.9,0.8495,123.5,204.24,5,92.97
L1,M1,95.40,49.80,,0.7966,106.6,199.80,2,93.42
L2,M3,100.08,49.46,59.1,0.9586,106.3,182.22,7,95.15
L1,M1,107.64,50.50,55.2,0.9757,115.9,209.65,4,93.55
L1,M3,98.21,48.52,63.2,0.9276,123.3,160.28,11,94.94
L1,M3,103.42,52.46,36.6,0.8153,,217.51,9,93.38
L1,M1,99.11,50.79,35.7,0.6963,109.0,204.47,2,93.64
L1,M2,95.17,53.65,47.3,1.1173,120.1,156.99,8,94.32
L1,M1,88.25,48.93,33.9,1.0676,120.0,203.48,6,93.96
L2,M1,98.64,49.61,46.0,1.0249,135.4,224.51,4,93.37
L1,M2,98.14,50.13,56.7,0.9698,131.0,239.20,5,93.37
L1,M1,103.69,52.37,48.1,1.1351,113.2,167.60,2,93.35
L1,M1,97.12,52.38,47.9,0.5367,116.3,200.94,10,92.97
L2,M2,98.61,53.34,,1.1142,118.7,123.88,2,93.91
L1,M1,101.06,48.98,60.5,1.1459,118.1,180.92,5,94.73
L1,M2,99.93,,52.4,1.0498,130.5,188.68,1,93.08
L1,M3,99.18,47.68,36.8,1.0210,119.0,241.77,1,92.90
L1,M3,89.38,50.09,38.4,0.9154,106.9,219.02,4,94.73
L2,M3,,49.37,62.3,0.9881,145.2,209.14,2,94.07
L2,M1,96.05,53.60,47.2,1.2807,126.0,174.37,11,95.31
L1,M1,107.11,48.87,53.8,1.0882,130.8,177.48,3,92.77
L1,M2,110.64,49.87,66.6,0.9753,115.2,159.34,10,95.16
L2,M2,93.71,49.54,61.6,0.8992,100.3,187.31,9,96.91
L2,M1,98.10,,54.7,0.9573,116.5,182.64,8,95.31
L2,M3,107.51,51.84,61.6,0.9424,124.6,207.02,7,95.38
L2,M1,105.30,49.28,,1.1949,121.7,205.60,9,95.58
L2,M1,99.78,52.17,51.6,0.9208,120.6,188.00,2,94.81
L1,M3,102.88,48.51,54.0,1.3922,127.6,231.13,7,92.52
L2,M2,99.50,50.14,54.4,1.0976,118.6,203.35,10,92.40
L1,M3,96.49,51.12,32.2,0.9489,121.9,191.71,6,94.01
L1,M2,93.45,53.05,43.8,0.4963,136.8,182.58,4,93.22
L1,M1,97.72,49.40,54.1,1.2965,127.2,193.63,1,95.52
L2,M3,104.28,50.39,47.4,1.1282,113.8,198.36,7,92.51
L2,M2,105.80,48.05,39.3,1.1550,100.5,156.96,11,95.98
L1,M2,98.92,52.05,53.8,0.8575,110.3,166.61,8,94.41
L2,M1,105.36,50.82,28.6,1.0247,130.9,199.85,6,95.60
L2,M1,96.73,48.09,64.4,0.7318,134.9,175.68,11,95.29
L2,M1,97.81,49.20,57.9,1.1264,134.1,228.66,10,94.59
L1,M3,102.69,48.47,57.7,0.5584,125.0,175.16,1,93.02
L2,M3,101.94,50.88,42.0,0.7773,112.9,210.33,2,92.47
L1,M1,108.53,52.92,50.0,1.2146,123.3,182.60,7,93.42
L2,M2,91.96,49.81,37.8,0.7704,122.6,167.12,3,93.29
L2,M2,101.57,42.07,40.2,1.4663,124.6,209.03,1,94.00
L1,M3,108.73,50.83,43.8,1.0783,118.8,191.44,5,94.27
L2,M1,102.64,51.12,49.8,1.2504,126.6,209.02,5,93.95
L2,M1,94.17,49.18,59.6,1.0442,135.3,156.83,4,93.47
L2,M1,104.91,48.16,68.8,0.8462,135.2,254.58,10,95.79
L1,M3,,49.87,48.2,1.1499,120.9,179.77,7,92.73
L2,M3,109.33,51.79,38.2,0.9201,110.5,219.68,2,91.53
L2,M2,103.36,51.98,46.8,1.2672,136.6,208.56,8,93.69
L2,M1,95.43,48.77,57.5,0.6322,103.2,183.58,6,94.49
L2,M3,101.75,50.26,53.2,1.1884,118.8,194.37,6,94.81
L2,M1,105.30,51.67,63.0,1.2574,120.5,179.75,3,94.95
L2,M3,97.97,51.19,71.8,1.1515,124.1,197.71,6,95.25
L2,M2,93.03,46.56,50.0,1.0714,121.4,170.62,6,95.23
L2,M3,105.53,47.66,42.5,0.8839,104.2,175.61,5,93.08
L2,M2,109.64,50.73,61.9,1.0439,113.3,183.48,3,93.99
L1,M3,96.85,50.82,50.0,1.0600,105.3,168.81,5,92.77
L2,M1,101.04,48.66,59.3,0.9038,136.8,219.80,9,94.52
L2,M1,107.00,51.54,43.6,1.2319,97.1,209.86,4,94.35
L1,M1,,48.37,45.0,0.7684,109.0,180.07,11,95.31
L2,M2,105.60,48.70,69.8,0.9379,113.0,193.79,2,93.67
L2,M2,98.57,49.04,32.0,1.0504,116.4,195.30,8,93.12
L2,M1,95.09,52.70,44.3,0.7640,111.4,246.86,4,94.71
L1,M3,92.11,,33.9,0.8032,119.5,213.16,1,93.00
L2,M3,97.71,47.92,31.2,1.0990,129.3,199.26,3,93.50
L1,M3,106.21,48.63,36.9,0.6716,141.8,230.22,7,94.65
L2,M3,104.21,50.23,63.3,0.8442,133.6,227.30,3,94.11
L1,M2,98.42,50.40,38.4,1.1321,116.7,226.74,5,92.82
L2,M2,111.16,50.81,39.7,1.1682,133.5,214.51,2,94.80
L2,M3,95.76,,61.7,0.8604,123.8,166.97,9,96.00
L1,M1,106.05,48.56,54.3,0.9882,113.3,170.60,6,93.92
L1,M3,98.92,48.97,48.8,0.9433,108.0,242.39,9,94.64
L1,M2,103.95,52.10,57.2,1.2388,135.6,179.55,10,96.26
L1,M3,102.25,52.91,57.9,1.1193,129.3,208.94,2,94.81
L1,M2,98.84,47.94,54.9,1.0724,105.1,179.88,4,93.67
L2,M2,97.80,50.95,35.6,1.3455,117.0,215.17,2,92.04
L2,M1,102.58,51.15,56.2,0.8766,129.7,215.80,3,95.05
L2,M1,95.31,49.49,52.6,1.1359,142.2,219.23,2,94.66
L1,M3,105.32,47.48,48.9,1.4073,99.9,189.41,5,93.63
L2,M1,89.73,51.92,,0.8761,112.8,215.84,4,93.51
L2,M1,102.65,49.02,60.0,1.1428,113.3,185.79,5,94.89
L2,M1,101.34,50.02,58.4,0.9704,117.9,217.17,9,95.32
L2,M3,100.19,50.01,72.0,0.9444,127.4,161.97,3,95.56
L2,M3,104.29,50.34,54.8,1.1246,,170.09,4,92.56
L2,M2,96.94,51.64,44.3,1.1797,124.1,151.90,11,95.16
L2,M3,102.63,47.67,51.3,1.1096,106.2,227.52,5,95.79
L2,M3,94.47,49.08,49.5,1.0705,113.1,216.84,6,94.21
L1,M3,99.43,49.83,61.4,1.1447,130.0,203.13,10,95.42
L1,M1,93.09,51.29,55.1,0.7720,111.4,180.30,10,94.23
L2,M2,106.02,50.78,54.6,0.7745,117.4,205.28,9,94.12
L1,M2,102.15,50.93,44.4,1.3933,124.7,147.25,4,94.62
L2,M1,98.81,51.14,49.3,0.9921,141.5,193.01,3,93.20
L1,M2,104.65,52.52,43.4,1.0134,121.2,177.66,1,93.99
L1,M2,104.70,50.35,,1.0895,128.4,200.16,7,94.32
L2,M2,103.61,49.37,57.6,0.9026,113.3,203.35,6,95.15
L2,M3,96.36,48.29,58.5,0.9660,110.6,217.84,5,94.99
L2,M3,98.78,48.54,44.9,1.2061,117.0,174.83,4,95.03
L1,M2,98.86,48.15,45.4,1.0925,102.1,164.73,2,95.16
L1,M3,95.10,52.15,44.5,1.0605,117.5,196.25,7,94.33
L1,M1,101.70,47.82,38.6,0.9915,143.9,170.59,10,94.62
L1,M2,106.62,48.85,37.7,0.8320,127.5,187.99,8,94.80
L2,M2,105.59,51.12,71.5,0.8317,121.3,205.21,11,94.33
L2,M1,106.76,51.02,28.0,0.6133,110.3,215.11,4,92.61
L2,M2,99.62,47.74,63.4,0.8737,130.0,191.62,3,93.70
L1,M2,100.23,52.24,28.0,0.6924,133.1,225.14,6,92.25
L2,M1,103.60,48.83,28.1,0.7700,121.4,194.79,7,94.62
L2,M3,106.76,48.47,46.9,1.0240,127.1,192.59,3,94.94
L2,M1,107.47,47.16,72.0,1.1698,92.0,190.43,10,95.45
L1,M1,95.94,51.69,,1.1783,138.1,202.42,5,94.60
L1,M2,101.45,,52.9,1.0537,111.1,201.58,8,94.51
L2,M2,105.43,48.17,72.0,0.8990,119.9,207.94,5,94.88
L2,M3,106.70,50.45,49.2,0.9140,114.8,207.42,10,93.48
L1,M3,105.70,49.57,55.0,1.0246,129.7,182.32,7,93.70
L2,M1,103.32,51.54,,1.1066,136.0,198.17,3,92.13
L1,M1,99.90,47.50,60.5,1.0021,130.6,177.08,5,95.00
L2,M3,102.64,49.59,53.9,1.3399,,252.87,5,93.83
L1,M1,93.45,52.24,48.4,0.9688,109.7,217.10,11,94.87
L1,M2,108.28,54.79,51.9,1.1097,113.0,185.57,4,93.72
L2,M2,96.10,46.51,36.9,1.1597,103.7,223.94,3,95.14
L1,M1,100.01,52.17,67.5,1.2692,135.2,191.15,5,93.46
L2,M1,103.20,49.27,39.5,1.5445,113.1,170.65,11,95.57
L1,M1,105.14,48.75,28.0,0.8334,115.2,188.20,6,93.34
L1,M1,102.87,52.47,39.1,0.9595,124.9,188.23,8,94.88
L1,M1,102.06,52.08,64.1,1.2226,109.8,202.90,4,92.61
L1,M1,101.66,52.17,56.4,0.8059,115.3,208.27,7,93.85
L2,M2,,50.69,46.7,1.0508,115.9,202.07,9,95.35
L2,M3,96.38,47.00,,1.0411,113.1,218.46,7,94.11
L1,M1,94.25,53.34,29.5,1.3030,126.8,202.91,9,94.60
L1,M1,103.67,53.20,72.0,1.0455,114.3,177.23,6,93.70
L2,M2,,50.85,58.9,0.8729,111.7,155.92,8,94.99
L1,M1,103.06,46.88,29.6,0.7142,117.9,209.02,3,92.23
L2,M1,104.69,48.95,67.0,0.6810,124.5,156.20,11,94.51
L1,M2,95.74,51.39,54.4,0.9084,128.7,171.88,3,93.73
L2,M1,95.40,49.78,56.8,1.0738,108.6,177.74,3,95.54
L1,M3,99.54,52.80,53.1,0.9913,122.9,164.85,1,92.49
L1,M1,99.21,51.75,38.3,1.3266,100.0,161.99,8,94.03
L1,M1,108.70,48.77,72.0,0.7241,129.4,207.30,10,93.58
L1,M3,107.76,47.85,51.2,0.8401,118.2,207.47,3,93.59
L2,M1,91.74,51.09,68.9,0.7215,135.1,183.24,9,96.15
L2,M3,98.96,48.52,64.7,1.0127,106.7,208.12,7,93.51
L2,M2,107.59,45.45,56.0,1.3086,118.0,179.75,2,93.02
L1,M2,96.44,49.93,50.5,1.0885,136.3,231.62,10,94.99
L2,M1,96.06,47.40,,0.9336,113.7,218.00,7,93.92
L2,M2,103.98,47.26,43.3,1.3766,124.9,166.97,6,94.94
L2,M1,101.71,53.44,40.6,1.1755,127.3,204.51,8,94.09
L2,M3,104.86,49.63,64.0,0.9981,133.7,212.87,1,93.32
L2,M1,103.32,47.46,59.1,1.0274,120.4,202.84,11,92.56
L1,M1,98.00,48.93,28.0,0.6947,128.1,206.71,2,93.94
L2,M3,96.31,51.48,44.2,0.9402,126.6,216.17,4,94.09
L2,M2,102.09,48.46,32.7,0.9718,119.9,203.02,3,94.43
L2,M1,102.16,46.57,33.2,0.9372,132.5,197.51,2,91.59
L2,M3,99.24,45.51,47.5,1.1594,106.4,168.32,3,93.06
L1,M2,97.47,53.56,51.2,0.9877,119.9,220.90,9,94.80
L1,M3,91.87,46.40,62.6,0.6998,126.5,168.81,6,94.17
L2,M1,104.51,51.27,57.9,0.9171,110.5,210.48,11,94.12
L2,M3,100.03,45.55,30.5,1.2768,127.6,235.86,3,93.83
L1,M3,107.98,46.94,49.4,0.9481,110.0,198.05,5,94.32
L2,M2,92.73,47.98,65.1,0.7560,117.3,189.62,6,92.24
L2,M2,102.91,46.38,44.9,0.8352,115.0,182.98,11,94.77
L1,M2,99.25,47.81,59.4,1.1432,129.3,185.17,3,92.57
L1,M1,104.10,53.31,53.0,1.0221,118.3,216.28,10,94.09
L1,M1,100.55,48.29,46.4,0.6220,120.7,213.98,9,93.24
L2,M1,100.61,50.81,,1.0737,115.8,216.11,9,93.71
L2,M1,105.01,50.42,62.3,1.2021,126.9,200.25,10,94.18
L2,M3,100.49,48.51,41.5,0.8409,128.9,210.26,8,96.41
L2,M1,111.09,52.90,61.1,0.8862,113.1,210.62,3,94.31
L1,M3,94.88,47.34,29.6,1.4549,126.4,237.33,11,94.73
L2,M2,104.31,50.41,72.0,0.8830,124.3,198.08,3,93.67
L1,M1,98.14,50.89,49.3,0.8441,121.2,178.36,8,95.75
L1,M1,94.30,51.07,72.0,1.2461,132.7,207.74,6,94.38
L1,M3,102.70,50.27,55.7,0.9693,114.2,197.66,8,95.56
L2,M1,108.20,49.87,63.4,0.9055,113.9,189.06,2,94.15
L2,M2,,51.57,61.3,1.0791,125.1,200.11,7,94.41
L2,M3,103.13,45.62,50.4,1.2286,122.9,236.60,3,92.27
L1,M2,102.44,46.44,43.5,1.2189,100.6,192.27,10,93.56
L1,M3,90.04,46.44,,1.2136,124.9,198.98,8,94.34
L1,M3,99.66,52.90,38.7,0.8020,124.9,200.69,7,95.13
L2,M2,109.04,50.72,58.0,1.0829,106.8,220.83,7,94.80
L2,M1,102.48,53.11,55.2,0.9163,107.2,184.29,10,97.04
L2,M1,100.02,52.06,49.1,1.4668,129.6,182.02,7,94.31
L2,M3,101.63,49.52,42.2,0.6038,117.9,205.80,5,93.66
L1,M3,109.01,51.04,47.9,1.0475,114.3,210.23,6,93.96
L1,M3,108.02,51.05,51.4,1.0445,130.9,224.65,3,94.10
L1,M1,110.64,49.24,55.9,1.2124,106.0,219.24,6,94.27
L1,M2,101.41,,,0.9581,112.9,215.86,9,93.96
L2,M1,99.28,50.79,38.7,1.2458,100.1,224.85,1,94.66
L1,M1,101.28,49.20,45.5,1.3046,119.4,172.31,1,91.73
L1,M3,97.55,,37.5,1.1346,120.2,225.82,10,94.22
L2,M3,111.66,46.52,60.2,1.1414,129.6,230.73,11,96.22
L1,M2,99.62,51.71,53.9,0.9698,122.5,216.76,9,95.34
L1,M3,93.27,46.32,48.4,1.1199,136.6,165.53,4,94.85
L1,M2,103.77,51.42,49.6,1.0731,118.8,176.93,1,94.63
L2,M2,96.34,50.05,52.9,1.0160,,216.59,2,93.83
L2,M1,99.91,53.71,31.3,0.9829,106.4,173.77,7,94.43
L1,M2,103.47,50.31,58.6,1.1957,125.6,185.78,7,94.34
L1,M3,101.54,,47.5,0.6834,114.0,187.35,2,92.68
L2,M3,100.28,51.98,46.4,0.8128,132.3,177.19,11,94.47
L2,M2,101.24,48.57,49.8,0.7245,103.7,174.31,11,93.67
L1,M1,105.71,51.68,48.5,0.9498,132.5,178.88,5,94.50
L1,M1,90.01,52.23,35.5,0.8908,99.1,230.89,5,94.48
L1,M2,111.41,51.37,52.0,0.8706,116.3,192.91,3,92.91
L2,M2,,51.24,53.4,0.9891,133.7,184.00,5,93.36
L1,M2,92.46,51.53,52.4,0.9346,134.6,202.17,5,94.67
L1,M1,103.33,50.65,41.4,0.8028,124.6,183.43,1,93.10
L2,M2,100.82,50.98,28.0,0.8801,107.2,203.04,3,93.94
L1,M1,96.73,51.77,48.3,1.0417,117.3,188.39,10,96.55
L1,M2,107.80,48.50,35.2,1.1838,133.8,224.72,7,92.14
L1,M1,98.60,51.18,,0.9065,122.3,211.43,11,93.82
L1,M2,86.57,54.18,43.1,0.9063,123.0,169.10,6,94.53
L2,M1,109.26,52.15,44.7,1.2311,102.9,170.60,9,95.97
L1,M2,101.47,50.82,39.7,1.1071,129.3,161.79,4,94.01
L2,M3,98.18,52.94,35.6,1.1163,118.5,202.50,1,94.80
L2,M2,,,54.7,1.0861,119.3,216.67,8,94.95
L2,M3,95.59,52.29,44.5,1.3171,112.7,218.02,3,93.76
L2,M1,97.30,54.99,44.7,1.1394,123.2,165.14,8,95.52
L1,M3,96.70,50.87,54.3,0.9747,129.2,194.43,8,95.16
L1,M2,99.36,48.75,49.8,0.7912,136.2,158.43,1,95.96
L2,M1,93.21,50.03,34.4,0.8552,116.7,190.37,6,93.74
L2,M1,96.04,52.39,65.2,0.5924,124.8,242.92,6,94.07
L2,M2,100.00,53.91,41.2,0.9137,127.9,196.52,2,93.96
L2,M2,102.55,53.83,47.7,0.8469,112.2,163.76,2,94.13
L2,M3,94.95,51.52,62.5,0.8887,125.5,216.54,3,92.72
L1,M1,99.63,51.93,34.9,0.6726,113.5,224.22,3,93.72
L1,M2,102.15,47.95,57.8,1.0196,,195.14,6,94.34
L1,M3,98.28,47.67,72.0,1.1469,116.9,179.08,9,92.71
L2,M1,103.87,53.60,40.2,0.9541,108.1,200.86,4,95.22
L2,M2,95.08,49.55,72.0,0.9254,131.2,176.78,11,95.41
L2,M2,108.64,50.60,41.7,1.1769,107.1,173.10,5,94.11
L2,M1,100.17,49.55,40.4,1.0458,123.8,176.37,6,94.71
L1,M2,98.88,47.42,43.4,0.6971,108.6,181.44,4,95.13
L1,M3,105.50,47.16,53.5,0.8767,115.9,171.82,3,93.90
L1,M1,97.23,48.10,28.0,0.9864,116.2,195.42,1,93.51
L1,M3,104.87,51.91,72.0,0.8753,116.3,214.80,8,94.84
L2,M1,98.81,49.70,37.1,0.7976,122.9,199.78,11,95.72
L1,M3,97.82,49.64,35.6,0.8437,105.4,210.14,11,95.19
L2,M3,108.62,50.57,72.0,0.6412,118.9,195.07,10,95.70
L2,M1,91.83,49.46,44.2,0.9858,118.0,185.69,9,94.09
L1,M3,101.58,50.01,54.4,1.0141,113.7,181.71,5,93.17
L1,M2,97.22,47.34,43.7,1.1330,110.4,204.70,7,91.82
L1,M3,,50.24,38.6,1.0334,99.8,233.19,7,93.75
L2,M2,105.01,48.84,40.2,0.7952,113.0,226.93,9,94.42
L2,M3,99.47,50.82,,1.0909,125.4,158.86,10,94.54
L1,M2,95.97,51.92,49.5,0.9676,117.9,176.69,4,92.69
L2,M1,94.51,51.63,50.2,0.6604,118.0,182.09,1,95.18
L1,M1,103.28,49.11,47.4,1.2112,117.9,205.08,5,93.26
L1,M2,90.45,48.81,66.0,1.3095,122.1,201.34,10,95.89
L2,M1,110.15,48.87,51.4,1.3110,120.9,204.56,1,94.11
L2,M1,85.32,52.31,56.0,0.8776,118.6,205.73,9,94.83
L1,M2,87.81,50.54,45.9,1.0838,113.5,223.08,8,92.32
L1,M2,98.29,52.74,54.9,0.7490,108.2,209.78,6,93.57
L2,M2,102.11,52.24,64.2,0.7853,134.7,205.71,9,93.78
L1,M3,101.98,48.73,66.6,1.1631,114.4,183.87,3,93.84
L1,M2,91.00,49.66,28.2,1.2231,128.9,193.55,9,96.78
L1,M3,95.55,48.48,49.1,1.2344,131.8,213.19,4,94.07
L2,M1,96.71,,50.7,0.9223,107.7,230.96,1,92.89
L2,M3,102.61,52.96,63.9,1.0510,112.7,177.88,6,94.07
L1,M3,109.90,49.70,56.4,1.1745,136.6,210.06,6,93.52
L1,M1,99.60,47.35,55.9,0.9184,119.6,203.15,5,94.76
L1,M1,105.96,48.76,38.7,0.8399,103.2,237.94,8,94.88
L2,M1,96.27,52.19,46.5,0.8483,116.8,159.77,5,94.28
L2,M3,96.63,53.34,66.4,0.8936,106.2,258.97,3,94.46
L2,M2,108.07,49.66,40.1,0.9447,125.7,165.74,2,94.16
L1,M1,96.90,50.27,60.8,0.7605,111.2,195.86,9,94.13
L2,M3,106.49,47.51,51.9,0.8885,103.9,205.02,3,95.82
L2,M3,99.49,51.41,40.4,1.1346,119.5,193.67,3,92.36
L2,M1,104.56,48.26,42.0,1.0674,121.3,195.07,1,94.07
L2,M1,103.15,50.16,61.3,0.8526,118.0,205.48,4,96.12
L1,M2,96.94,51.49,72.0,0.5435,134.5,175.55,9,93.48
L1,M3,96.90,,56.3,0.8290,113.3,197.92,5,92.88
L1,M3,99.71,47.14,,0.8767,143.0,212.28,5,94.97
L1,M1,105.81,46.66,48.8,0.9861,111.7,196.45,7,94.02
L1,M1,98.96,50.41,56.7,0.9498,125.4,191.86,2,93.83
L2,M1,98.79,50.52,37.1,0.8402,116.6,217.01,7,95.09
L2,M3,101.82,48.37,35.2,0.5930,127.0,203.60,6,92.51
L1,M3,104.50,47.91,52.6,0.6498,124.1,167.44,11,96.08
L2,M1,96.69,51.27,72.0,1.1127,124.0,182.77,3,94.22
L1,M3,106.03,47.65,31.7,0.9996,109.1,218.00,2,94.62
L2,M3,94.29,48.87,43.9,0.8757,104.4,161.74,9,94.54
L2,M2,,55.07,,1.1007,95.6,199.84,4,92.69
L1,M1,96.74,45.22,41.7,0.7443,104.4,230.38,7,93.01
L2,M3,106.98,53.12,61.5,1.2227,111.9,149.18,8,95.67
L2,M1,106.68,52.12,,0.5866,123.7,213.27,4,95.18
L1,M1,110.87,51.79,29.6,1.0811,122.4,207.26,4,95.44
L2,M1,106.11,48.67,55.4,0.9706,121.3,221.34,10,94.48
L1,M1,110.40,52.60,55.8,0.9961,103.9,218.80,9,93.33
L2,M2,96.60,46.39,54.2,1.0271,128.6,194.91,8,95.92
L1,M1,102.46,50.85,59.9,1.2357,112.0,236.38,10,94.17
L2,M2,105.85,,30.9,1.2537,131.6,194.03,5,93.13
L2,M1,99.60,50.97,,1.2188,129.8,182.83,3,93.00
L1,M3,84.32,53.06,62.1,0.9980,122.0,215.69,2,92.99
L1,M2,104.16,48.76,40.9,1.0815,135.4,175.04,11,94.95
L1,M3,93.27,50.85,46.7,1.1270,109.6,221.10,3,92.77
L1,M1,102.46,46.63,41.3,0.6851,125.5,223.89,8,94.55
L2,M2,93.07,51.63,44.4,1.2044,129.8,165.51,9,93.98
L2,M3,,48.46,44.7,1.1056,145.5,214.08,4,94.00
L2,M1,96.79,48.51,72.0,0.6988,114.0,217.34,10,93.36
